iteration,S,E,I,R
0,19980,0,20,0
1,19964,13,19,4
2,19950,18,26,6
3,19927,33,30,10
4,19895,50,41,14
5,19848,72,56,24
6,19791,86,89,34
7,19706,128,112,54
8,19622,145,153,80
9,19496,190,204,110
10,19326,262,269,143
11,19120,333,357,190
12,18796,470,497,237
13,18425,598,647,330
14,17874,823,845,458
15,17198,1076,1120,606
16,16334,1383,1506,777
17,15300,1738,1928,1034
18,14054,2124,2464,1358
19,12639,2529,3062,1770
20,11091,2932,3646,2331
21,9518,3237,4304,2941
22,7930,3425,5002,3643
23,6476,3485,5637,4402
24,5188,3461,6083,5268
25,4102,3297,6332,6269
26,3213,3001,6496,7290
27,2482,2673,6541,8304
28,1927,2326,6409,9338
29,1568,1965,6206,10261
30,1271,1641,5953,11135
31,1057,1357,5648,11938
32,895,1121,5250,12734
33,781,906,4845,13468
34,708,745,4399,14148
35,644,623,4005,14728
36,617,492,3653,15238
37,571,422,3313,15694
38,561,337,2997,16105
39,576,280,2688,16456
40,580,222,2402,16796
41,596,189,2116,17099
42,602,167,1877,17354
43,640,138,1692,17530
44,667,120,1529,17684
45,710,108,1343,17839
46,735,106,1213,17946
47,765,100,1050,18085
48,801,99,934,18166
49,846,85,846,18223
50,884,79,767,18270
51,917,74,684,18325
52,956,59,623,18362
53,1016,46,558,18380
54,1068,51,478,18403
55,1124,53,424,18399
56,1182,46,381,18391
57,1242,45,338,18375
58,1292,46,287,18375
59,1338,44,252,18366
60,1391,34,235,18340
61,1446,39,202,18313
62,1505,37,181,18277
63,1561,34,161,18244
64,1614,35,137,18214
65,1673,29,120,18178
66,1731,25,108,18136
67,1788,23,101,18088
68,1856,23,92,18029
69,1901,20,90,17989
70,1952,22,86,17940
71,1998,18,76,17908
72,2049,18,66,17867
73,2112,14,63,17811
74,2177,12,52,17759
75,2232,9,51,17708
76,2289,9,47,17655
77,2342,9,39,17610
78,2388,12,36,17564
79,2450,12,34,17504
80,2502,8,34,17456
81,2554,7,31,17408
82,2598,9,29,17364
83,2658,6,30,17306
84,2698,6,26,17270
85,2742,6,26,17226
86,2790,4,25,17181
87,2847,7,23,17123
88,2895,7,21,17077
89,2942,5,23,17030
90,2989,4,24,16983
91,3042,6,19,16933
92,3095,5,17,16883
93,3146,5,13,16836
94,3189,4,11,16796
95,3239,4,10,16747
96,3271,2,11,16716
97,3325,2,9,16664
98,3370,3,10,16617
99,3421,2,12,16565
100,3469,2,8,16521
101,3527,2,8,16463
