iteration,S,E,I,R
0,19980,0,20,0
1,19954,15,29,2
2,19929,32,35,4
3,19897,39,55,9
4,19867,53,59,21
5,19806,77,84,33
6,19732,106,111,51
7,19607,169,158,66
8,19485,220,202,93
9,19323,254,298,125
10,19049,379,379,193
11,18722,494,524,260
12,18316,654,662,368
13,17750,877,906,467
14,17081,1122,1178,619
15,16171,1447,1556,826
16,15056,1825,2036,1083
17,13794,2222,2532,1452
18,12399,2617,3105,1879
19,10878,3005,3685,2432
20,9236,3305,4424,3035
21,7676,3484,5059,3781
22,6216,3519,5647,4618
23,4944,3441,6112,5503
24,3890,3213,6404,6493
25,3033,2938,6498,7531
26,2352,2607,6525,8516
27,1872,2269,6419,9440
28,1482,1919,6173,10426
29,1232,1581,5916,11271
30,1042,1312,5565,12081
31,883,1070,5204,12843
32,786,865,4777,13572
33,680,717,4384,14219
34,629,559,4033,14779
35,605,444,3693,15258
36,596,363,3314,15727
37,583,293,2977,16147
38,591,239,2673,16497
39,595,199,2405,16801
40,622,171,2117,17090
41,641,150,1876,17333
42,655,148,1671,17526
43,672,147,1466,17715
44,708,109,1306,17877
45,745,94,1164,17997
46,781,91,1025,18103
47,811,88,916,18185
48,864,72,807,18257
49,907,59,725,18309
50,946,58,665,18331
51,994,56,584,18366
52,1049,48,533,18370
53,1088,53,453,18406
54,1138,52,398,18412
55,1193,42,371,18394
56,1238,48,319,18395
57,1295,37,287,18381
58,1355,44,265,18336
59,1398,43,227,18332
60,1455,35,208,18302
61,1531,28,192,18249
62,1577,24,179,18220
63,1632,30,164,18174
64,1690,30,157,18123
65,1743,25,141,18091
66,1802,19,140,18039
67,1873,15,134,17978
68,1917,23,122,17938
69,1965,23,100,17912
70,2029,21,85,17865
71,2084,17,79,17820
72,2121,18,75,17786
73,2163,20,72,17745
74,2224,23,63,17690
75,2284,19,62,17635
76,2335,18,59,17588
77,2382,19,61,17538
78,2438,16,51,17495
79,2495,14,47,17444
80,2552,13,42,17393
81,2605,11,41,17343
82,2663,9,40,17288
83,2705,9,36,17250
84,2744,11,31,17214
85,2790,8,32,17170
86,2835,6,34,17125
87,2882,9,32,17077
88,2934,8,27,17031
89,2983,7,26,16984
90,3039,5,24,16932
91,3099,5,18,16878
92,3147,4,15,16834
93,3192,4,10,16794
94,3240,4,11,16745
95,3291,5,13,16691
96,3340,6,10,16644
97,3390,7,9,16594
98,3445,5,12,16538
99,3493,8,10,16489
100,3546,4,14,16436
101,3601,4,14,16381
102,3646,6,11,16337
103,3697,2,14,16287
104,3749,3,12,16236
105,3797,3,10,16190
106,3836,5,9,16150
107,3876,7,8,16109
108,3926,7,9,16058
109,3979,5,11,16005
110,4024,5,9,15962
111,4066,3,10,15921
112,4108,4,11,15877
113,4151,6,11,15832
114,4203,7,10,15780
115,4250,7,12,15731
116,4285,5,14,15696
117,4335,5,18,15642
118,4381,9,16,15594
119,4424,7,17,15552
120,4467,11,15,15507
121,4498,8,17,15477
122,4541,12,20,15427
123,4583,11,19,15387
