iteration,S,E,I,R
0,19980,0,20,0
1,19967,6,22,5
2,19950,15,25,10
3,19933,27,28,12
4,19907,41,36,16
5,19880,42,53,25
6,19852,52,60,36
7,19808,60,82,50
8,19727,96,112,65
9,19638,140,134,88
10,19520,175,201,104
11,19339,252,271,138
12,19095,356,365,184
13,18746,485,531,238
14,18321,640,719,320
15,17758,889,929,424
16,17020,1153,1246,581
17,16172,1431,1594,803
18,15133,1750,2029,1088
19,13818,2200,2547,1435
20,12356,2609,3151,1884
21,10759,2994,3829,2418
22,9181,3239,4476,3104
23,7618,3428,5045,3909
24,6172,3502,5553,4773
25,4904,3451,5992,5653
26,3917,3254,6242,6587
27,3062,2947,6474,7517
28,2410,2579,6466,8545
29,1932,2199,6343,9526
30,1534,1856,6150,10460
31,1245,1567,5866,11322
32,1030,1327,5470,12173
33,882,1063,5199,12856
34,779,854,4778,13589
35,690,712,4335,14263
36,634,563,3944,14859
37,601,466,3594,15339
38,582,383,3226,15809
39,571,330,2887,16212
40,574,276,2620,16530
41,592,231,2322,16855
42,614,194,2077,17115
43,644,165,1870,17321
44,653,147,1694,17506
45,657,141,1525,17677
46,681,134,1370,17815
47,718,115,1209,17958
48,755,102,1068,18075
49,789,74,940,18197
50,829,66,830,18275
51,870,56,741,18333
52,923,50,666,18361
53,971,45,574,18410
54,1026,46,504,18424
55,1071,42,455,18432
56,1132,41,391,18436
57,1186,37,348,18429
58,1239,29,305,18427
59,1300,31,278,18391
60,1350,30,250,18370
61,1400,30,228,18342
62,1463,34,203,18300
63,1523,31,181,18265
64,1588,24,171,18217
65,1625,22,154,18199
66,1665,26,139,18170
67,1718,21,135,18126
68,1771,19,121,18089
69,1836,18,107,18039
70,1904,17,93,17986
71,1972,18,85,17925
72,2031,16,82,17871
73,2072,19,80,17829
74,2126,11,72,17791
75,2173,16,67,17744
76,2222,16,62,17700
77,2270,13,54,17663
78,2316,11,54,17619
79,2376,13,46,17565
80,2440,9,43,17508
81,2506,11,35,17448
82,2551,10,30,17409
83,2598,8,27,17367
84,2650,5,28,17317
85,2696,3,30,17271
86,2748,2,25,17225
87,2818,4,24,17154
88,2863,5,20,17112
89,2929,6,19,17046
90,2982,8,14,16996
91,3025,6,16,16953
92,3082,4,14,16900
93,3134,6,11,16849
94,3177,6,9,16808
95,3219,4,10,16767
96,3276,3,11,16710
97,3327,4,11,16658
98,3382,4,9,16605
99,3432,5,6,16557
100,3494,3,7,16496
101,3531,2,9,16458
102,3569,2,10,16419
103,3620,3,7,16370
104,3677,3,7,16313
105,3740,2,6,16252
106,3784,2,7,16207
107,3828,1,11,16160
108,3876,1,9,16114
109,3908,4,8,16080
