iteration,S,E,I,R
0,19980,0,20,0
1,19958,15,22,5
2,19949,18,23,10
3,19935,25,27,13
4,19908,33,41,18
5,19869,45,60,26
6,19817,74,68,41
7,19759,108,76,57
8,19691,116,121,72
9,19594,138,170,98
10,19447,200,227,126
11,19268,277,292,163
12,19043,367,367,223
13,18735,486,487,292
14,18365,635,628,372
15,17896,772,853,479
16,17214,990,1168,628
17,16383,1332,1464,821
18,15423,1632,1882,1063
19,14232,2045,2333,1390
20,12939,2376,2928,1757
21,11385,2819,3558,2238
22,9790,3184,4191,2835
23,8156,3425,4879,3540
24,6648,3542,5459,4351
25,5339,3501,5947,5213
26,4203,3348,6302,6147
27,3305,3110,6426,7159
28,2587,2740,6509,8164
29,2021,2414,6416,9149
30,1646,2060,6195,10099
31,1315,1708,6008,10969
32,1087,1373,5729,11811
33,926,1139,5297,12638
34,782,961,4907,13350
35,691,759,4564,13986
36,619,629,4177,14575
37,580,517,3808,15095
38,570,417,3439,15574
39,556,338,3072,16034
40,560,272,2771,16397
41,559,237,2435,16769
42,568,187,2170,17075
43,612,161,1941,17286
44,629,139,1715,17517
45,644,121,1520,17715
46,666,111,1341,17882
47,685,99,1208,18008
48,725,87,1076,18112
49,780,76,970,18174
50,818,76,835,18271
51,866,66,752,18316
52,913,61,648,18378
53,969,54,581,18396
54,1007,51,515,18427
55,1045,47,445,18463
56,1079,53,394,18474
57,1137,46,356,18461
58,1196,39,337,18428
59,1250,36,294,18420
60,1314,34,254,18398
61,1366,32,226,18376
62,1407,29,197,18367
63,1461,28,179,18332
64,1516,23,165,18296
65,1561,23,144,18272
66,1611,24,135,18230
67,1660,23,123,18194
68,1709,18,112,18161
69,1762,12,102,18124
70,1819,8,97,18076
71,1876,11,85,18028
72,1932,9,76,17983
73,1986,13,68,17933
74,2033,11,65,17891
75,2094,12,56,17838
76,2148,11,46,17795
77,2196,11,45,17748
78,2248,12,42,17698
79,2303,10,35,17652
80,2355,8,29,17608
81,2407,7,25,17561
82,2447,6,22,17525
83,2503,8,17,17472
84,2548,7,20,17425
85,2596,9,19,17376
86,2634,8,15,17343
87,2692,8,12,17288
88,2765,7,11,17217
89,2823,5,12,17160
90,2873,5,12,17110
91,2910,4,12,17074
92,2963,6,11,17020
93,3008,3,10,16979
94,3068,3,5,16924
95,3114,2,4,16880
96,3156,2,6,16836
97,3187,2,5,16806
98,3233,0,7,16760
99,3278,2,8,16712
100,3337,3,7,16653
101,3386,2,7,16605
102,3438,3,4,16555
103,3486,4,4,16506
104,3530,2,6,16462
105,3585,1,6,16408
106,3623,0,5,16372
107,3670,0,5,16325
108,3724,1,5,16270
109,3777,0,6,16217
110,3821,2,5,16172
111,3862,3,5,16130
112,3903,1,5,16091
113,3952,1,6,16041
114,3998,0,5,15997
115,4042,0,5,15953
116,4077,1,5,15917
117,4115,1,3,15881
118,4155,0,3,15842
119,4206,1,3,15790
120,4239,0,4,15757
121,4285,1,4,15710
122,4343,1,3,15653
123,4400,1,2,15597
124,4442,2,2,15554
125,4491,1,3,15505
126,4535,1,4,15460
127,4572,2,3,15423
128,4614,2,4,15380
129,4655,2,3,15340
130,4694,2,3,15301
131,4747,4,3,15246
132,4793,3,5,15199
133,4829,2,5,15164
134,4873,3,3,15121
135,4918,1,5,15076
136,4959,1,4,15036
137,5001,1,4,14994
138,5032,2,4,14962
139,5074,0,5,14921
140,5110,1,5,14884
141,5139,2,3,14856
142,5167,1,4,14828
143,5203,0,5,14792
144,5241,0,7,14752
145,5289,1,6,14704
146,5331,2,6,14661
147,5372,2,5,14621
148,5427,3,5,14565
149,5477,5,6,14512
150,5508,5,6,14481
151,5540,2,9,14449
152,5577,3,8,14412
153,5606,3,6,14385
154,5646,2,5,14347
155,5679,1,5,14315
156,5717,1,4,14278
157,5750,2,4,14244
158,5801,0,4,14195
159,5843,0,2,14155
160,5878,1,2,14119
161,5914,1,3,14082
162,5951,2,3,14044
163,5985,1,4,14010
164,6024,1,5,13970
165,6055,2,6,13937
166,6080,3,7,13910
167,6127,3,6,13864
168,6168,1,7,13824
169,6200,1,7,13792
170,6233,1,4,13762
171,6256,0,4,13740
172,6307,0,4,13689
173,6342,1,4,13653
174,6376,1,4,13619
175,6408,3,3,13586
176,6438,3,4,13555
177,6478,4,5,13513
178,6504,6,6,13484
179,6539,5,5,13451
180,6564,3,7,13426
181,6601,4,4,13391
182,6639,2,6,13353
183,6674,2,6,13318
184,6706,4,6,13284
185,6741,2,9,13248
186,6785,2,9,13204
187,6813,3,9,13175
188,6841,3,8,13148
189,6888,5,8,13099
190,6915,3,8,13074
191,6958,3,6,13033
192,6994,4,6,12996
193,7032,4,5,12959
194,7067,4,5,12924
195,7106,5,5,12884
196,7144,6,5,12845
197,7182,6,6,12806
198,7222,4,7,12767
199,7250,7,8,12735
200,7283,6,12,12699
201,7315,4,14,12667
202,7349,6,12,12633
203,7369,6,14,12611
204,7386,7,15,12592
205,7422,6,15,12557
206,7447,9,17,12527
207,7484,9,16,12491
208,7511,9,17,12463
209,7548,9,20,12423
210,7580,15,21,12384
211,7602,17,23,12358
212,7621,17,22,12340
213,7641,18,23,12318
214,7661,17,25,12297
215,7692,16,25,12267
216,7724,17,28,12231
217,7745,23,28,12204
218,7760,22,39,12179
219,7783,22,37,12158
220,7799,28,44,12129
221,7831,28,43,12098
222,7855,28,45,12072
223,7877,26,50,12047
224,7894,31,53,12022
225,7913,32,55,12000
226,7925,40,66,11969
227,7923,48,75,11954
228,7921,54,83,11942
229,7927,53,89,11931
230,7934,56,95,11915
231,7939,63,95,11903
232,7928,76,107,11889
233,7940,79,118,11863
234,7942,81,130,11847
235,7932,94,136,11838
236,7919,107,152,11822
237,7933,107,165,11795
238,7914,119,179,11788
239,7866,133,196,11805
240,7832,135,220,11813
241,7814,144,223,11819
242,7788,147,239,11826
243,7748,166,255,11831
244,7690,181,296,11833
245,7629,207,321,11843
246,7566,217,363,11854
247,7502,239,383,11876
248,7407,265,433,11895
249,7300,283,467,11950
250,7165,344,516,11975
251,7030,368,589,12013
252,6893,398,650,12059
253,6764,391,710,12135
254,6617,415,738,12230
255,6470,423,803,12304
256,6271,468,856,12405
257,6069,505,924,12502
258,5896,530,969,12605
259,5705,539,1043,12713
