iteration,S,E,I,R
0,19980,0,20,0
1,19958,18,21,3
2,19942,24,29,5
3,19908,42,37,13
4,19890,46,44,20
5,19858,54,60,28
6,19812,74,72,42
7,19752,102,95,51
8,19663,143,124,70
9,19553,177,177,93
10,19403,237,235,125
11,19217,287,328,168
12,18930,397,440,233
13,18561,541,584,314
14,18117,705,765,413
15,17550,934,975,541
16,16806,1185,1307,702
17,15846,1535,1696,923
18,14725,1911,2161,1203
19,13377,2320,2736,1567
20,11827,2728,3413,2032
21,10201,3170,3999,2630
22,8641,3385,4682,3292
23,7069,3519,5340,4072
24,5729,3491,5886,4894
25,4531,3374,6254,5841
26,3559,3156,6517,6768
27,2750,2854,6634,7762
28,2130,2538,6618,8714
29,1691,2142,6571,9596
30,1341,1828,6271,10560
31,1124,1504,5931,11441
32,942,1218,5587,12253
33,809,973,5160,13058
34,723,778,4739,13760
35,668,640,4318,14374
36,633,528,3954,14885
37,591,431,3578,15400
38,589,333,3237,15841
39,576,279,2866,16279
40,571,252,2532,16645
41,581,208,2261,16950
42,604,168,2032,17196
43,622,150,1828,17400
44,644,129,1638,17589
45,680,110,1459,17751
46,700,105,1290,17905
47,736,92,1147,18025
48,760,89,999,18152
49,806,76,893,18225
50,840,84,795,18281
51,875,86,715,18324
52,936,71,650,18343
53,977,63,576,18384
54,1032,54,512,18402
55,1074,54,445,18427
56,1137,45,390,18428
57,1197,40,358,18405
58,1228,44,314,18414
59,1291,43,280,18386
60,1343,36,262,18359
61,1401,35,228,18336
62,1471,26,211,18292
63,1531,22,185,18262
64,1607,17,164,18212
65,1662,15,154,18169
66,1717,20,137,18126
67,1767,18,130,18085
68,1817,17,121,18045
69,1866,13,102,18019
70,1925,12,92,17971
71,1984,15,72,17929
72,2035,11,71,17883
73,2078,7,70,17845
74,2132,7,65,17796
75,2200,8,59,17733
76,2262,8,54,17676
77,2318,10,52,17620
78,2373,12,55,17560
79,2413,14,44,17529
80,2455,15,42,17488
81,2499,14,39,17448
82,2540,9,39,17412
83,2599,6,40,17355
84,2635,10,38,17317
85,2691,11,30,17268
86,2743,10,28,17219
87,2791,8,29,17172
88,2845,9,24,17122
89,2899,8,27,17066
90,2952,9,20,17019
91,3008,7,17,16968
92,3050,10,17,16923
93,3102,8,17,16873
94,3155,8,16,16821
95,3203,6,18,16773
96,3244,6,20,16730
97,3278,5,20,16697
98,3321,4,20,16655
99,3362,4,22,16612
100,3403,4,22,16571
101,3452,5,19,16524
102,3500,6,18,16476
103,3536,7,20,16437
104,3581,8,16,16395
105,3625,6,17,16352
106,3671,6,13,16310
107,3717,4,14,16265
108,3752,4,13,16231
109,3806,2,12,16180
110,3850,2,12,16136
111,3904,2,8,16086
112,3946,2,6,16046
113,3996,5,6,15993
114,4039,4,5,15952
115,4092,2,6,15900
116,4133,1,6,15860
117,4176,2,4,15818
118,4213,3,4,15780
119,4266,2,4,15728
120,4325,2,3,15670
121,4363,2,2,15633
122,4403,4,3,15590
123,4443,2,5,15550
124,4485,3,5,15507
125,4536,3,7,15454
126,4585,4,7,15404
127,4626,4,5,15365
128,4659,3,6,15332
129,4698,2,6,15294
130,4731,3,9,15257
131,4773,5,9,15213
132,4811,7,11,15171
133,4855,8,12,15125
134,4887,9,15,15089
135,4913,11,16,15060
136,4951,10,16,15023
137,4998,8,15,14979
138,5054,10,13,14923
139,5090,11,16,14883
140,5130,10,17,14843
141,5164,9,18,14809
142,5205,4,24,14767
143,5234,10,27,14729
144,5274,14,27,14685
145,5305,15,29,14651
146,5344,14,26,14616
147,5378,12,26,14584
148,5420,8,29,14543
149,5467,9,28,14496
150,5502,11,27,14460
151,5541,10,28,14421
152,5575,12,26,14387
153,5610,9,29,14352
154,5640,13,29,14318
155,5676,12,36,14276
156,5715,12,37,14236
157,5739,17,35,14209
158,5769,18,37,14176
159,5797,20,40,14143
160,5827,23,39,14111
