iteration,S,E,I,R
0,19980,0,20,0
1,19963,17,18,2
2,19949,21,25,5
3,19927,28,40,5
4,19881,56,50,13
5,19852,74,50,24
6,19804,84,80,32
7,19746,96,111,47
8,19629,147,163,61
9,19499,209,196,96
10,19297,284,288,131
11,19029,408,385,178
12,18691,528,533,248
13,18285,661,709,345
14,17694,915,942,449
15,17012,1174,1214,600
16,16108,1498,1591,803
17,14988,1860,2054,1098
18,13767,2224,2543,1466
19,12310,2649,3138,1903
20,10755,3025,3732,2488
21,9240,3236,4419,3105
22,7771,3399,4979,3851
23,6356,3395,5572,4677
24,5010,3422,5934,5634
25,4001,3214,6190,6595
26,3139,2934,6353,7574
27,2488,2578,6423,8511
28,1958,2214,6393,9435
29,1534,1886,6196,10384
30,1216,1567,5992,11225
31,1026,1296,5568,12110
32,881,1061,5188,12870
33,775,866,4815,13544
34,664,688,4434,14214
35,604,559,4029,14808
36,560,450,3649,15341
37,546,363,3282,15809
38,522,309,2995,16174
39,512,274,2665,16549
40,522,235,2398,16845
41,539,197,2144,17120
42,570,166,1907,17357
43,598,148,1725,17529
44,612,126,1537,17725
45,661,106,1357,17876
46,693,89,1210,18008
47,722,83,1079,18116
48,748,73,974,18205
49,799,65,862,18274
50,846,58,764,18332
51,886,55,670,18389
52,926,42,616,18416
53,976,44,537,18443
54,1045,36,475,18444
55,1092,35,420,18453
56,1137,32,392,18439
57,1192,31,339,18438
58,1259,33,284,18424
59,1311,34,252,18403
60,1372,28,227,18373
61,1415,28,214,18343
62,1472,22,199,18307
63,1520,23,176,18281
64,1567,21,157,18255
65,1620,23,141,18216
66,1667,20,131,18182
67,1719,18,125,18138
68,1767,20,115,18098
69,1827,21,106,18046
70,1867,16,99,18018
71,1920,12,89,17979
72,1991,12,81,17916
73,2037,10,76,17877
74,2080,12,65,17843
75,2134,11,58,17797
76,2183,15,54,17748
77,2233,12,52,17703
78,2292,12,44,17652
79,2341,12,46,17601
80,2388,14,43,17555
81,2436,14,40,17510
82,2477,15,41,17467
83,2537,12,43,17408
84,2600,13,41,17346
85,2649,10,40,17301
86,2698,11,34,17257
87,2748,10,31,17211
88,2791,7,32,17170
89,2831,8,27,17134
90,2888,7,24,17081
91,2941,6,23,17030
92,2984,7,21,16988
93,3029,6,18,16947
