iteration,S,E,I,R
0,19980,0,20,0
1,19965,11,23,1
2,19950,20,28,2
3,19926,29,41,4
4,19902,42,37,19
5,19868,55,49,28
6,19823,67,74,36
7,19760,94,91,55
8,19685,123,120,72
9,19587,154,158,101
10,19439,209,212,140
11,19260,275,295,170
12,19008,359,402,231
13,18725,476,475,324
14,18333,629,644,394
15,17841,802,847,510
16,17249,975,1119,657
17,16412,1309,1438,841
18,15448,1630,1830,1092
19,14226,2020,2363,1391
20,12876,2393,2986,1745
21,11315,2853,3573,2259
22,9734,3215,4185,2866
23,8214,3386,4862,3538
24,6688,3520,5452,4340
25,5361,3427,5997,5215
26,4206,3319,6349,6126
27,3297,3005,6590,7108
28,2551,2679,6589,8181
29,2010,2345,6511,9134
30,1599,1977,6312,10112
31,1313,1637,5983,11067
32,1071,1364,5690,11875
33,921,1102,5373,12604
34,810,874,4990,13326
35,724,712,4556,14008
36,661,579,4093,14667
37,641,470,3740,15149
38,611,389,3387,15613
39,585,318,3080,16017
40,576,267,2731,16426
41,597,221,2443,16739
42,615,197,2190,16998
43,630,174,1924,17272
44,643,150,1715,17492
45,686,130,1552,17632
46,711,114,1392,17783
47,749,93,1237,17921
48,788,90,1083,18039
49,837,85,949,18129
50,873,77,865,18185
51,918,78,764,18240
52,970,69,689,18272
53,1008,60,621,18311
54,1031,59,563,18347
55,1075,51,502,18372
56,1096,49,446,18409
57,1137,44,396,18423
58,1192,45,362,18401
59,1243,38,317,18402
60,1315,29,279,18377
61,1363,31,247,18359
62,1421,26,226,18327
63,1471,22,194,18313
64,1526,21,176,18277
65,1581,20,167,18232
66,1627,24,141,18208
67,1694,24,125,18157
68,1751,25,110,18114
69,1803,22,94,18081
70,1870,21,82,18027
71,1926,20,75,17979
72,1972,11,79,17938
73,2012,11,71,17906
74,2066,15,65,17854
75,2117,14,64,17805
76,2187,15,59,17739
77,2246,11,57,17686
78,2301,13,56,17630
79,2347,12,50,17591
80,2406,10,47,17537
81,2462,14,41,17483
82,2523,13,33,17431
83,2571,13,33,17383
84,2629,14,29,17328
85,2676,17,27,17280
86,2732,12,28,17228
87,2783,11,27,17179
88,2837,10,26,17127
89,2892,9,25,17074
90,2942,8,24,17026
91,2998,5,29,16968
92,3048,3,26,16923
93,3090,4,22,16884
94,3142,7,20,16831
95,3186,9,20,16785
96,3236,10,19,16735
97,3278,12,19,16691
98,3321,10,20,16649
99,3370,8,24,16598
100,3419,7,22,16552
101,3460,7,22,16511
102,3514,8,21,16457
103,3546,5,20,16429
104,3588,4,18,16390
105,3622,3,21,16354
106,3668,4,20,16308
107,3722,4,19,16255
108,3776,4,18,16202
109,3814,3,19,16164
110,3864,5,17,16114
111,3912,4,11,16073
112,3964,4,12,16020
113,4009,6,11,15974
114,4056,6,10,15928
115,4102,6,7,15885
116,4144,6,6,15844
117,4184,5,6,15805
118,4229,4,6,15761
119,4282,3,7,15708
120,4326,0,9,15665
121,4381,2,8,15609
122,4418,4,9,15569
123,4464,3,10,15523
124,4502,2,12,15484
125,4543,4,10,15443
126,4585,6,12,15397
127,4627,6,13,15354
128,4659,7,12,15322
129,4696,8,15,15281
