iteration,S,E,I,R
0,19980,0,20,0
1,19967,13,19,1
2,19957,20,19,4
3,19945,27,22,6
4,19922,42,28,8
5,19898,57,36,9
6,19862,80,46,12
7,19813,104,69,14
8,19751,136,92,21
9,19673,176,118,33
10,19564,227,154,55
11,19452,278,191,79
12,19290,353,253,104
13,19086,460,314,140
14,18805,597,419,179
15,18463,770,531,236
16,18014,1007,681,298
17,17464,1253,905,378
18,16791,1574,1146,489
19,15954,1966,1447,633
20,15030,2325,1827,818
21,13890,2842,2208,1060
22,12597,3322,2726,1355
23,11193,3824,3315,1668
24,9723,4240,3944,2093
25,8251,4491,4640,2618
26,6856,4617,5269,3258
27,5559,4602,5878,3961
28,4397,4469,6444,4690
29,3399,4180,6902,5519
30,2606,3775,7173,6446
31,1980,3394,7228,7398
32,1531,2926,7268,8275
33,1175,2450,7155,9220
34,934,2014,6946,10106
35,752,1605,6673,10970
36,625,1324,6257,11794
37,546,1073,5793,12588
38,464,891,5321,13324
39,409,753,4829,14009
40,369,597,4416,14618
41,347,492,3972,15189
42,375,381,3599,15645
43,380,309,3215,16096
44,377,280,2869,16474
45,402,227,2569,16802
46,413,202,2264,17121
47,424,199,1991,17386
48,459,179,1773,17589
49,500,154,1574,17772
50,537,142,1415,17906
51,592,122,1263,18023
52,642,112,1113,18133
53,669,112,996,18223
54,717,93,914,18276
55,771,93,819,18317
56,795,93,717,18395
57,842,92,646,18420
58,896,86,590,18428
59,941,88,524,18447
60,991,70,473,18466
61,1044,75,417,18464
62,1095,62,371,18472
63,1149,66,337,18448
64,1210,52,304,18434
65,1259,52,266,18423
66,1320,44,242,18394
67,1382,44,219,18355
68,1442,46,191,18321
69,1485,39,170,18306
70,1518,34,159,18289
71,1579,29,152,18240
72,1639,23,133,18205
73,1706,25,111,18158
74,1751,29,106,18114
75,1810,24,96,18070
76,1869,21,98,18012
77,1932,26,87,17955
78,1989,24,75,17912
79,2045,21,69,17865
80,2098,19,64,17819
81,2171,13,61,17755
82,2219,14,51,17716
83,2273,12,49,17666
84,2335,12,46,17607
85,2406,10,43,17541
86,2459,7,41,17493
87,2508,10,38,17444
88,2559,14,33,17394
89,2623,14,25,17338
90,2657,13,25,17305
91,2712,10,28,17250
92,2765,10,28,17197
93,2804,10,28,17158
94,2861,12,20,17107
95,2922,8,25,17045
96,2969,11,21,16999
97,3025,9,25,16941
98,3065,9,19,16907
99,3130,11,17,16842
100,3171,10,15,16804
101,3217,9,17,16757
102,3273,12,16,16699
103,3314,14,14,16658
104,3375,15,13,16597
105,3422,12,15,16551
106,3470,14,14,16502
107,3526,13,15,16446
108,3580,12,11,16397
109,3625,7,16,16352
110,3688,7,17,16288
111,3729,6,19,16246
112,3764,8,19,16209
113,3816,7,22,16155
114,3851,9,19,16121
115,3900,9,16,16075
116,3941,11,16,16032
117,3991,8,17,15984
118,4027,10,15,15948
119,4064,10,14,15912
120,4113,9,12,15866
121,4157,6,14,15823
122,4195,9,12,15784
123,4232,8,13,15747
124,4275,7,12,15706
125,4311,8,14,15667
126,4357,9,13,15621
127,4410,10,15,15565
128,4456,11,11,15522
129,4502,10,15,15473
130,4550,11,15,15424
131,4596,14,13,15377
132,4636,13,15,15336
133,4689,9,21,15281
134,4721,11,22,15246
135,4759,10,25,15206
136,4800,10,21,15169
137,4830,12,18,15140
138,4862,15,15,15108
139,4920,13,13,15054
140,4957,8,16,15019
141,4995,10,20,14975
142,5032,12,21,14935
143,5065,11,24,14900
144,5106,10,23,14861
145,5156,11,22,14811
146,5195,12,23,14770
147,5232,14,23,14731
148,5270,18,20,14692
149,5308,14,24,14654
150,5361,12,25,14602
151,5392,15,20,14573
152,5427,18,16,14539
153,5465,18,19,14498
154,5495,17,17,14471
155,5525,16,17,14442
156,5568,15,20,14397
157,5608,15,22,14355
158,5646,14,24,14316
159,5675,15,23,14287
160,5709,18,26,14247
161,5747,19,23,14211
162,5783,21,23,14173
163,5813,23,26,14138
164,5847,18,32,14103
165,5869,22,32,14077
166,5895,23,33,14049
167,5933,18,29,14020
168,5969,19,30,13982
169,6001,20,34,13945
170,6035,23,31,13911
171,6058,27,30,13885
172,6092,24,35,13849
173,6134,23,39,13804
174,6169,26,39,13766
175,6208,29,39,13724
176,6245,31,39,13685
177,6271,25,49,13655
178,6308,26,45,13621
179,6343,24,46,13587
180,6376,25,46,13553
181,6405,28,54,13513
182,6432,41,51,13476
183,6475,39,56,13430
184,6497,44,59,13400
185,6526,38,63,13373
186,6556,46,68,13330
187,6571,47,74,13308
188,6590,49,82,13279
189,6600,58,89,13253
190,6616,65,88,13231
191,6628,70,92,13210
192,6645,67,109,13179
193,6664,82,124,13130
194,6685,92,127,13096
195,6688,103,137,13072
196,6697,105,145,13053
197,6693,119,158,13030
198,6677,129,165,13029
199,6655,145,171,13029
200,6647,151,194,13008
201,6632,159,204,13005
202,6596,168,235,13001
203,6565,173,264,12998
204,6526,201,274,12999
205,6483,213,299,13005
206,6446,230,306,13018
207,6401,237,338,13024
208,6355,249,368,13028
209,6293,279,392,13036
210,6248,298,404,13050
211,6198,294,447,13061
212,6114,325,478,13083
213,6024,359,507,13110
214,5939,362,557,13142
215,5860,372,597,13171
216,5750,426,589,13235
217,5639,445,628,13288
218,5520,488,652,13340
219,5412,479,698,13411
220,5269,515,750,13466
221,5167,490,808,13535
222,5069,481,865,13585
223,4936,542,870,13652
224,4811,572,912,13705
225,4672,588,953,13787
226,4541,586,1019,13854
227,4407,588,1061,13944
228,4292,601,1084,14023
229,4151,611,1134,14104
230,4024,637,1123,14216
231,3896,628,1152,14324
232,3769,624,1186,14421
233,3658,607,1191,14544
