iteration,S,E,I,R
0,19980,0,20,0
1,19961,19,18,2
2,19947,26,23,4
3,19926,39,28,7
4,19900,55,35,10
5,19868,73,47,12
6,19821,99,64,16
7,19764,129,82,25
8,19683,174,111,32
9,19565,235,157,43
10,19427,306,205,62
11,19260,371,279,90
12,19033,484,356,127
13,18752,622,453,173
14,18401,794,578,227
15,17927,1053,712,308
16,17322,1358,932,388
17,16636,1677,1183,504
18,15801,2044,1503,652
19,14777,2478,1867,878
20,13627,2909,2330,1134
21,12296,3446,2846,1412
22,10892,3873,3433,1802
23,9329,4347,4106,2218
24,7841,4583,4802,2774
25,6338,4759,5501,3402
26,5058,4671,6131,4140
27,3903,4531,6661,4905
28,3000,4136,7083,5781
29,2336,3623,7318,6723
30,1758,3182,7369,7691
31,1361,2669,7265,8705
32,1014,2264,7076,9646
33,779,1908,6738,10575
34,637,1582,6370,11411
35,523,1272,5983,12222
36,444,1031,5523,13002
37,391,834,5063,13712
38,361,668,4628,14343
39,345,528,4199,14928
40,337,440,3794,15429
41,338,356,3401,15905
42,350,299,3069,16282
43,362,256,2732,16650
44,393,210,2422,16975
45,420,194,2142,17244
46,452,160,1902,17486
47,475,157,1673,17695
48,516,134,1475,17875
49,568,109,1306,18017
50,602,109,1146,18143
51,662,98,1030,18210
52,713,91,922,18274
53,754,90,797,18359
54,790,84,737,18389
55,843,85,636,18436
56,892,76,579,18453
57,944,79,514,18463
58,999,73,460,18468
59,1043,70,412,18475
60,1098,55,389,18458
61,1168,57,340,18435
62,1219,46,316,18419
63,1273,42,280,18405
64,1336,38,251,18375
65,1389,37,231,18343
66,1454,35,211,18300
67,1511,28,199,18262
68,1561,33,171,18235
69,1619,31,157,18193
70,1674,32,145,18149
71,1733,30,128,18109
72,1781,32,127,18060
73,1842,25,116,18017
74,1913,22,110,17955
75,1959,19,103,17919
76,2010,22,91,17877
77,2066,24,78,17832
78,2127,20,71,17782
79,2174,25,59,17742
80,2214,23,55,17708
81,2260,19,53,17668
82,2322,13,54,17611
83,2382,11,49,17558
84,2435,10,44,17511
85,2490,12,37,17461
86,2540,11,34,17415
87,2583,8,33,17376
88,2648,5,32,17315
89,2721,12,24,17243
90,2768,9,25,17198
91,2814,8,26,17152
92,2871,7,24,17098
93,2939,5,24,17032
94,2990,5,21,16984
95,3048,5,19,16928
96,3086,6,18,16890
97,3135,7,18,16840
98,3177,10,14,16799
99,3231,6,16,16747
100,3288,10,12,16690
101,3336,8,14,16642
102,3378,11,14,16597
103,3437,11,12,16540
104,3489,7,15,16489
105,3538,8,16,16438
106,3588,8,16,16388
107,3628,9,15,16348
