iteration,S,E,I,R
0,19980,0,20,0
1,19966,14,18,2
2,19947,26,23,4
3,19930,39,25,6
4,19901,53,37,9
5,19879,62,44,15
6,19854,75,52,19
7,19806,100,71,23
8,19742,134,94,30
9,19658,185,109,48
10,19559,239,138,64
11,19416,306,194,84
12,19233,408,258,101
13,19011,505,341,143
14,18735,641,436,188
15,18349,846,553,252
16,17906,1044,733,317
17,17297,1335,974,394
18,16571,1692,1211,526
19,15672,2083,1563,682
20,14642,2539,1943,876
21,13431,3010,2438,1121
22,12078,3496,2996,1430
23,10537,4034,3587,1842
24,9071,4350,4287,2292
25,7578,4649,4893,2880
26,6147,4768,5544,3541
27,4923,4646,6198,4233
28,3821,4471,6660,5048
29,2938,4092,7068,5902
30,2198,3655,7368,6779
31,1661,3162,7465,7712
32,1268,2718,7330,8684
33,964,2270,7137,9629
34,748,1863,6871,10518
35,606,1500,6538,11356
36,519,1198,6082,12201
37,438,990,5564,13008
38,398,779,5085,13738
39,363,638,4620,14379
40,343,522,4170,14965
41,341,434,3708,15517
42,346,369,3287,15998
43,331,313,2965,16391
44,347,256,2650,16747
45,370,212,2347,17071
46,398,177,2070,17355
47,418,150,1835,17597
48,447,140,1608,17805
49,475,120,1434,17971
50,496,120,1268,18116
51,554,111,1133,18202
52,600,102,1001,18297
53,645,89,905,18361
54,688,88,798,18426
55,732,87,718,18463
56,777,87,649,18487
57,828,78,570,18524
58,894,70,509,18527
59,949,62,463,18526
60,999,67,421,18513
61,1063,50,397,18490
62,1122,45,357,18476
63,1163,50,329,18458
64,1222,50,299,18429
65,1278,48,266,18408
66,1326,45,241,18388
67,1372,42,219,18367
68,1436,35,200,18329
69,1479,40,174,18307
70,1525,36,159,18280
71,1566,38,150,18246
72,1628,38,131,18203
73,1680,34,130,18156
74,1727,29,128,18116
75,1790,28,117,18065
76,1836,30,101,18033
77,1894,26,96,17984
78,1941,21,84,17954
79,2004,23,73,17900
80,2059,22,62,17857
81,2112,17,66,17805
82,2170,16,59,17755
83,2210,18,59,17713
84,2274,20,56,17650
85,2328,15,58,17599
86,2369,18,55,17558
87,2426,17,54,17503
88,2469,17,50,17464
89,2514,15,48,17423
90,2558,15,48,17379
91,2609,9,53,17329
92,2668,10,44,17278
93,2710,12,38,17240
94,2760,14,39,17187
95,2822,19,41,17118
96,2875,20,41,17064
97,2918,21,40,17021
98,2971,21,41,16967
99,3020,20,44,16916
100,3069,16,42,16873
101,3111,16,40,16833
102,3165,21,32,16782
103,3192,25,33,16750
104,3242,23,37,16698
105,3295,19,37,16649
106,3352,16,39,16593
107,3398,18,42,16542
108,3435,17,39,16509
109,3482,19,38,16461
110,3520,22,36,16422
111,3572,23,35,16370
112,3619,14,39,16328
113,3661,17,41,16281
114,3714,19,41,16226
115,3746,18,45,16191
116,3788,20,44,16148
117,3840,19,46,16095
118,3888,17,42,16053
119,3938,17,46,15999
120,3988,15,43,15954
121,4034,20,41,15905
122,4075,22,37,15866
123,4106,30,39,15825
124,4141,29,45,15785
125,4181,34,49,15736
126,4213,30,59,15698
127,4252,31,56,15661
128,4293,30,59,15618
129,4322,34,63,15581
130,4365,30,70,15535
131,4417,36,69,15478
132,4463,32,74,15431
133,4504,29,69,15398
134,4519,40,67,15374
135,4546,42,69,15343
136,4582,48,62,15308
137,4621,44,66,15269
138,4655,45,64,15236
139,4679,51,68,15202
140,4704,51,71,15174
141,4746,52,70,15132
142,4768,60,71,15101
143,4799,57,81,15063
144,4824,68,89,15019
145,4854,61,96,14989
146,4890,56,103,14951
147,4908,56,107,14929
148,4935,56,102,14907
149,4956,62,107,14875
150,4973,67,113,14847
151,4994,68,115,14823
152,5001,80,118,14801
153,5019,82,125,14774
154,5042,76,134,14748
155,5063,77,133,14727
156,5079,81,134,14706
157,5106,77,140,14677
158,5106,87,146,14661
159,5120,101,149,14630
160,5118,101,175,14606
161,5112,114,181,14593
162,5118,115,188,14579
163,5136,121,192,14551
164,5143,128,196,14533
165,5139,145,193,14523
166,5145,146,204,14505
167,5149,139,222,14490
168,5129,162,232,14477
169,5135,167,240,14458
170,5115,183,254,14448
171,5097,184,277,14442
172,5077,187,298,14438
173,5070,180,323,14427
174,5063,185,335,14417
175,5046,199,341,14414
176,5002,235,345,14418
177,4981,235,378,14406
178,4966,251,381,14402
179,4926,261,409,14404
180,4883,261,433,14423
181,4877,265,428,14430
182,4837,276,439,14448
183,4776,302,448,14474
184,4745,307,468,14480
185,4714,304,495,14487
186,4644,316,506,14534
187,4598,301,555,14546
188,4552,315,552,14581
189,4510,310,573,14607
190,4452,342,571,14635
191,4427,343,586,14644
192,4381,356,600,14663
193,4333,352,621,14694
194,4303,370,613,14714
195,4257,362,636,14745
196,4172,390,659,14779
197,4131,363,676,14830
198,4092,365,676,14867
199,4032,377,686,14905
200,3992,358,692,14958
201,3940,355,697,15008
202,3899,357,692,15052
203,3868,338,706,15088
204,3823,321,721,15135
205,3781,334,718,15167
206,3749,344,709,15198
207,3705,354,719,15222
208,3642,385,707,15266
209,3605,373,733,15289
210,3560,380,743,15317
211,3523,379,760,15338
212,3495,369,785,15351
213,3441,361,793,15405
214,3406,372,761,15461
215,3376,377,760,15487
216,3351,364,759,15526
217,3325,360,774,15541
218,3302,376,741,15581
219,3261,371,736,15632
220,3256,348,737,15659
221,3233,349,738,15680
222,3194,353,737,15716
223,3174,335,751,15740
224,3151,348,742,15759
225,3123,347,756,15774
226,3095,341,747,15817
227,3075,327,758,15840
228,3069,330,743,15858
229,3049,314,733,15904
230,3051,306,717,15926
231,3044,289,697,15970
232,3039,289,692,15980
233,3043,287,685,15985
234,3032,295,667,16006
235,3046,301,633,16020
236,3053,291,630,16026
237,3058,290,615,16037
238,3091,263,611,16035
239,3112,272,598,16018
240,3118,265,590,16027
241,3116,276,591,16017
242,3139,263,592,16006
243,3141,266,585,16008
244,3155,260,596,15989
245,3138,281,588,15993
246,3151,265,591,15993
247,3164,260,595,15981
248,3158,265,584,15993
249,3179,265,554,16002
250,3205,273,545,15977
251,3218,265,537,15980
252,3220,274,536,15970
253,3242,258,544,15956
254,3254,260,551,15935
255,3266,259,540,15935
256,3290,237,542,15931
257,3311,232,537,15920
258,3321,244,515,15920
259,3339,232,504,15925
260,3368,226,500,15906
261,3396,237,480,15887
262,3411,246,481,15862
263,3431,236,511,15822
264,3447,238,502,15813
265,3467,239,504,15790
266,3476,243,506,15775
267,3498,234,513,15755
268,3495,234,507,15764
269,3516,236,497,15751
270,3521,252,484,15743
271,3526,254,482,15738
272,3547,238,488,15727
273,3544,240,502,15714
274,3550,251,491,15708
275,3585,230,500,15685
276,3597,217,498,15688
277,3626,209,508,15657
278,3653,210,483,15654
279,3695,205,480,15620
280,3723,222,454,15601
281,3749,231,435,15585
282,3788,194,454,15564
283,3797,193,455,15555
284,3811,224,436,15529
285,3832,235,438,15495
286,3868,229,458,15445
287,3887,251,445,15417
288,3901,256,447,15396
289,3920,259,477,15344
290,3935,261,483,15321
291,3960,246,484,15310
292,3983,248,485,15284
293,3992,245,511,15252
294,3991,256,504,15249
295,3995,246,516,15243
296,3995,266,510,15229
297,3994,265,519,15222
298,3997,277,525,15201
299,4000,271,544,15185
300,4011,268,524,15197
301,4008,293,512,15187
302,4006,301,527,15166
303,4011,290,549,15150
304,3996,295,550,15159
305,4005,288,563,15144
306,4011,284,580,15125
307,4004,318,557,15121
308,4007,316,574,15103
309,4009,311,613,15067
310,3999,325,628,15048
311,3993,329,633,15045
312,3987,344,633,15036
313,3980,339,650,15031
314,3987,331,660,15022
315,3983,340,662,15015
316,3964,359,673,15004
317,3937,362,683,15018
318,3917,370,694,15019
319,3921,347,707,15025
320,3893,378,699,15030
321,3892,385,690,15033
322,3866,374,716,15044
323,3833,373,743,15051
324,3816,372,758,15054
325,3786,375,762,15077
326,3764,382,751,15103
327,3750,392,738,15120
328,3709,398,766,15127
329,3674,398,768,15160
330,3658,408,767,15167
331,3653,389,781,15177
332,3633,385,783,15199
333,3586,406,791,15217
334,3541,413,816,15230
335,3529,402,814,15255
336,3518,396,814,15272
337,3473,413,806,15308
338,3452,384,814,15350
339,3424,407,812,15357
340,3421,387,832,15360
341,3419,364,845,15372
342,3394,373,820,15413
343,3376,379,799,15446
344,3378,358,783,15481
345,3369,359,795,15477
346,3333,391,804,15472
347,3330,370,808,15492
348,3335,350,802,15513
349,3309,372,784,15535
350,3280,347,792,15581
351,3287,349,796,15568
352,3266,356,804,15574
353,3279,352,784,15585
354,3261,367,765,15607
355,3253,353,755,15639
356,3256,337,761,15646
357,3252,348,752,15648
358,3240,332,746,15682
359,3246,332,734,15688
360,3237,350,712,15701
361,3241,333,709,15717
362,3257,327,695,15721
363,3272,304,706,15718
364,3281,314,679,15726
365,3280,331,647,15742
366,3310,304,649,15737
367,3335,292,656,15717
368,3359,290,642,15709
369,3364,315,625,15696
370,3420,297,615,15668
371,3430,310,600,15660
372,3440,319,610,15631
373,3456,303,592,15649
374,3465,311,602,15622
375,3491,304,602,15603
376,3510,297,603,15590
377,3550,286,600,15564
378,3549,276,611,15564
379,3545,278,628,15549
380,3556,281,629,15534
381,3565,265,636,15534
382,3578,260,632,15530
383,3603,269,602,15526
384,3604,299,591,15506
385,3596,308,588,15508
386,3594,302,607,15497
387,3604,314,611,15471
388,3605,323,616,15456
389,3604,317,629,15450
390,3603,325,615,15457
391,3610,314,631,15445
392,3616,307,620,15457
393,3605,324,602,15469
394,3602,317,606,15475
395,3604,310,609,15477
396,3622,307,617,15454
397,3656,306,635,15403
398,3659,312,637,15392
399,3646,326,637,15391
400,3664,310,651,15375
401,3663,334,664,15339
402,3672,325,679,15324
403,3664,341,676,15319
404,3669,339,688,15304
405,3649,341,702,15308
406,3652,322,718,15308
407,3634,352,704,15310
408,3627,344,715,15314
409,3625,349,714,15312
410,3618,343,706,15333
411,3611,337,707,15345
