iteration,S,E,I,R
0,19980,0,20,0
1,19962,18,18,2
2,19950,27,17,6
3,19942,27,24,7
4,19924,39,28,9
5,19880,66,44,10
6,19848,84,51,17
7,19795,117,66,22
8,19728,144,101,27
9,19621,193,146,40
10,19496,261,188,55
11,19325,356,242,77
12,19087,497,306,110
13,18816,612,423,149
14,18440,805,559,196
15,17990,1045,703,262
16,17452,1276,929,343
17,16752,1608,1188,452
18,15868,2021,1522,589
19,14813,2478,1916,793
20,13652,2921,2400,1027
21,12306,3436,2923,1335
22,10809,3977,3489,1725
23,9285,4334,4189,2192
24,7762,4665,4838,2735
25,6336,4828,5481,3355
26,4994,4805,6127,4074
27,3904,4479,6731,4886
28,2980,4175,7070,5775
29,2288,3759,7226,6727
30,1737,3306,7328,7629
31,1341,2746,7349,8564
32,1007,2305,7219,9469
33,781,1942,6833,10444
34,627,1574,6431,11368
35,515,1277,6010,12198
36,447,1021,5595,12937
37,404,821,5139,13636
38,356,649,4713,14282
39,335,513,4248,14904
40,340,388,3835,15437
41,351,307,3438,15904
42,357,275,3034,16334
43,384,251,2677,16688
44,395,197,2395,17013
45,425,167,2140,17268
46,456,165,1884,17495
47,481,151,1672,17696
48,504,140,1473,17883
49,538,144,1306,18012
50,589,119,1157,18135
51,632,105,1022,18241
52,675,98,904,18323
53,702,94,819,18385
54,742,84,700,18474
55,801,87,619,18493
56,859,72,567,18502
57,918,60,506,18516
58,969,59,461,18511
59,1022,58,411,18509
60,1086,57,365,18492
61,1121,68,324,18487
62,1179,63,299,18459
63,1240,66,261,18433
64,1299,54,242,18405
65,1347,58,221,18374
66,1422,53,194,18331
67,1472,54,175,18299
68,1528,47,162,18263
69,1584,44,152,18220
70,1638,36,142,18184
71,1704,35,126,18135
72,1752,35,120,18093
73,1805,36,113,18046
74,1855,31,110,18004
75,1914,26,97,17963
76,1978,28,81,17913
77,2029,23,82,17866
78,2089,22,74,17815
79,2143,21,58,17778
80,2194,16,52,17738
81,2263,17,49,17671
82,2321,17,48,17614
83,2376,19,48,17557
84,2441,16,46,17497
85,2483,17,44,17456
86,2526,19,40,17415
87,2578,18,36,17368
88,2639,21,32,17308
89,2702,19,34,17245
90,2761,17,39,17183
91,2813,14,42,17131
92,2856,14,44,17086
93,2904,14,43,17039
94,2951,11,39,16999
95,3002,10,39,16949
96,3050,14,35,16901
97,3115,16,33,16836
98,3156,16,33,16795
99,3197,16,34,16753
100,3250,18,32,16700
101,3284,17,33,16666
102,3335,18,34,16613
103,3378,16,34,16572
104,3413,19,36,16532
105,3458,21,30,16491
106,3504,23,28,16445
107,3551,18,35,16396
108,3616,18,36,16330
109,3655,16,36,16293
110,3714,16,36,16234
111,3759,14,34,16193
112,3800,13,36,16151
113,3841,13,33,16113
114,3885,16,32,16067
115,3925,15,32,16028
116,3961,14,34,15991
117,4008,13,38,15941
118,4047,14,32,15907
119,4080,16,34,15870
120,4114,22,26,15838
121,4150,25,25,15800
122,4189,15,30,15766
123,4228,16,29,15727
124,4278,16,30,15676
125,4324,14,32,15630
126,4363,17,34,15586
127,4393,20,35,15552
128,4422,24,37,15517
129,4468,26,37,15469
130,4514,21,38,15427
131,4556,20,36,15388
132,4609,23,36,15332
133,4649,25,35,15291
134,4676,27,38,15259
135,4722,25,40,15213
136,4749,29,36,15186
137,4789,21,43,15147
138,4831,24,39,15106
139,4866,27,38,15069
140,4921,25,42,15012
141,4960,30,42,14968
142,5004,20,47,14929
143,5036,21,45,14898
144,5094,25,41,14840
145,5121,32,46,14801
146,5159,31,47,14763
147,5191,33,44,14732
148,5240,37,44,14679
149,5267,37,57,14639
150,5318,33,60,14589
151,5355,35,66,14544
152,5386,44,61,14509
153,5414,47,59,14480
154,5447,43,67,14443
155,5466,42,76,14416
156,5486,55,82,14377
157,5505,57,88,14350
158,5530,59,87,14324
159,5552,60,96,14292
160,5560,71,108,14261
161,5572,74,116,14238
162,5598,78,119,14205
163,5602,92,131,14175
164,5617,98,137,14148
165,5626,96,148,14130
166,5626,107,153,14114
167,5646,117,164,14073
168,5658,118,178,14046
169,5676,117,182,14025
170,5666,142,195,13997
171,5657,154,206,13983
172,5634,172,206,13988
173,5642,169,231,13958
174,5627,176,254,13943
175,5611,179,272,13938
176,5585,197,288,13930
177,5565,205,316,13914
178,5560,205,330,13905
179,5527,209,349,13915
180,5505,226,360,13909
181,5466,249,362,13923
182,5421,280,378,13921
183,5399,269,390,13942
184,5360,266,420,13954
185,5323,262,462,13953
186,5276,284,485,13955
187,5223,292,510,13975
188,5160,328,520,13992
189,5080,352,547,14021
190,5008,357,592,14043
191,4932,372,611,14085
192,4870,380,633,14117
193,4787,406,666,14141
194,4691,437,687,14185
195,4637,436,713,14214
196,4562,425,750,14263
197,4459,454,754,14333
198,4389,452,784,14375
199,4295,460,806,14439
200,4237,457,824,14482
201,4139,458,884,14519
202,4052,489,895,14564
203,3969,511,905,14615
204,3849,549,923,14679
205,3790,529,961,14720
206,3705,503,998,14794
207,3610,523,979,14888
208,3531,519,1005,14945
209,3443,525,1017,15015
210,3379,510,1029,15082
211,3290,502,1047,15161
212,3209,474,1053,15264
213,3145,471,1038,15346
214,3093,457,1021,15429
215,3051,417,1035,15497
216,2990,430,1000,15580
217,2929,437,968,15666
218,2902,416,971,15711
219,2863,408,939,15790
220,2848,382,922,15848
221,2829,377,900,15894
222,2801,350,902,15947
223,2763,361,883,15993
224,2749,365,861,16025
225,2736,350,846,16068
226,2694,329,834,16143
227,2673,330,806,16191
228,2663,329,782,16226
229,2673,315,756,16256
230,2666,300,747,16287
231,2663,285,729,16323
232,2670,288,701,16341
233,2688,281,667,16364
234,2712,284,649,16355
235,2735,248,645,16372
236,2733,265,634,16368
237,2766,239,644,16351
238,2773,230,636,16361
239,2804,218,607,16371
240,2831,226,585,16358
241,2842,227,559,16372
242,2889,214,543,16354
243,2905,221,547,16327
244,2912,223,551,16314
245,2952,212,529,16307
246,2960,222,506,16312
247,2984,222,477,16317
248,3033,223,459,16285
249,3073,220,447,16260
250,3096,219,432,16253
251,3136,197,432,16235
252,3180,163,449,16208
253,3220,170,420,16190
254,3270,169,410,16151
255,3300,174,392,16134
256,3346,175,384,16095
257,3383,186,375,16056
258,3410,190,381,16019
259,3445,183,392,15980
260,3471,180,392,15957
261,3494,172,394,15940
262,3545,158,383,15914
263,3572,163,386,15879
264,3602,174,370,15854
265,3645,175,372,15808
266,3701,171,356,15772
267,3756,160,349,15735
268,3782,161,340,15717
269,3824,152,344,15680
270,3837,165,344,15654
271,3867,171,347,15615
272,3902,178,337,15583
273,3915,189,347,15549
274,3940,199,351,15510
275,3969,193,348,15490
276,4000,188,359,15453
277,4019,192,362,15427
278,4067,188,357,15388
279,4101,180,383,15336
280,4142,195,366,15297
281,4167,198,372,15263
282,4179,216,365,15240
283,4184,214,385,15217
284,4204,214,395,15187
285,4226,227,400,15147
286,4247,213,425,15115
287,4251,233,430,15086
288,4259,238,427,15076
289,4261,251,420,15068
290,4279,248,444,15029
291,4270,265,453,15012
292,4283,275,480,14962
293,4272,289,492,14947
294,4274,286,498,14942
295,4264,303,521,14912
296,4284,305,530,14881
297,4272,303,540,14885
298,4257,301,551,14891
299,4248,304,550,14898
300,4239,324,558,14879
301,4252,312,576,14860
302,4256,314,590,14840
303,4253,323,591,14833
304,4252,336,622,14790
305,4233,346,640,14781
306,4218,365,665,14752
307,4191,379,667,14763
308,4173,371,686,14770
309,4169,383,686,14762
310,4135,398,699,14768
311,4119,407,693,14781
312,4082,409,709,14800
313,4057,423,721,14799
314,4021,432,745,14802
315,4003,417,755,14825
316,3964,411,792,14833
317,3955,413,781,14851
318,3923,401,793,14883
319,3902,388,807,14903
320,3883,401,784,14932
321,3856,399,794,14951
322,3803,412,770,15015
323,3762,430,788,15020
324,3735,421,799,15045
325,3704,411,816,15069
326,3664,429,813,15094
327,3648,403,831,15118
328,3651,402,823,15124
329,3627,415,819,15139
330,3626,417,826,15131
331,3617,428,811,15144
332,3601,418,825,15156
333,3575,431,833,15161
334,3563,439,833,15165
335,3563,439,828,15170
336,3506,437,848,15209
337,3481,426,863,15230
338,3480,400,882,15238
339,3475,399,877,15249
340,3471,389,866,15274
341,3451,394,860,15295
342,3419,378,873,15330
343,3389,392,852,15367
344,3371,388,850,15391
345,3353,406,815,15426
346,3346,392,831,15431
347,3344,409,810,15437
348,3326,392,834,15448
349,3316,361,854,15469
350,3311,371,827,15491
351,3292,377,827,15504
352,3289,357,852,15502
353,3278,373,823,15526
354,3281,374,811,15534
355,3309,369,817,15505
356,3318,362,811,15509
357,3315,353,782,15550
358,3324,354,758,15564
359,3338,331,777,15554
360,3331,326,762,15581
361,3318,339,769,15574
362,3302,348,773,15577
363,3305,351,749,15595
364,3303,366,757,15574
365,3317,332,767,15584
366,3342,332,730,15596
367,3350,326,718,15606
368,3372,301,725,15602
369,3382,301,711,15606
370,3414,293,696,15597
371,3401,301,709,15589
372,3411,305,699,15585
373,3420,326,682,15572
374,3446,300,705,15549
375,3447,324,684,15545
376,3445,325,683,15547
377,3431,344,682,15543
378,3452,343,671,15534
379,3469,328,681,15522
380,3467,334,666,15533
381,3481,318,669,15532
382,3476,329,659,15536
383,3470,339,664,15527
384,3483,337,671,15509
385,3519,334,654,15493
386,3518,336,667,15479
387,3545,310,666,15479
388,3558,320,657,15465
389,3570,323,662,15445
390,3572,331,663,15434
391,3591,322,665,15422
392,3612,321,661,15406
393,3606,311,658,15425
394,3623,300,666,15411
395,3619,317,640,15424
396,3620,320,632,15428
397,3637,328,639,15396
398,3630,347,636,15387
399,3616,349,654,15381
400,3638,315,662,15385
401,3633,332,656,15379
402,3638,326,674,15362
403,3650,331,677,15342
404,3657,315,687,15341
405,3649,328,684,15339
406,3670,319,714,15297
407,3635,326,710,15329
408,3645,352,692,15311
409,3627,366,700,15307
410,3642,353,697,15308
411,3643,352,712,15293
412,3615,358,702,15325
413,3620,344,706,15330
414,3613,344,720,15323
415,3600,346,724,15330
416,3602,356,715,15327
417,3589,364,705,15342
418,3604,346,716,15334
419,3607,351,696,15346
420,3613,347,686,15354
421,3604,347,694,15355
422,3598,357,701,15344
423,3581,338,708,15373
424,3587,332,706,15375
425,3600,333,709,15358
426,3575,334,721,15370
427,3576,344,704,15376
428,3570,369,704,15357
429,3581,372,698,15349
430,3571,347,713,15369
431,3576,340,709,15375
432,3585,338,700,15377
433,3583,336,701,15380
434,3576,347,702,15375
435,3560,355,683,15402
436,3566,345,691,15398
437,3590,331,687,15392
438,3572,339,694,15395
439,3575,329,715,15381
440,3585,316,723,15376
441,3581,322,710,15387
442,3555,328,705,15412
443,3553,321,703,15423
444,3549,320,709,15422
445,3551,321,711,15417
446,3566,325,679,15430
447,3570,315,663,15452
448,3557,309,679,15455
449,3587,315,665,15433
450,3584,331,690,15395
451,3572,324,708,15396
452,3549,332,712,15407
453,3532,364,698,15406
454,3547,336,702,15415
455,3547,329,694,15430
456,3557,328,691,15424
457,3574,328,694,15404
458,3574,354,661,15411
459,3590,358,668,15384
460,3603,351,675,15371
461,3587,358,672,15383
462,3592,352,694,15362
463,3602,324,704,15370
464,3592,333,685,15390
465,3614,333,676,15377
466,3624,338,677,15361
467,3614,330,679,15377
468,3617,335,667,15381
469,3623,341,673,15363
470,3604,346,690,15360
471,3585,370,672,15373
472,3570,356,690,15384
473,3576,336,700,15388
474,3585,340,695,15380
475,3578,343,709,15370
476,3566,345,693,15396
477,3538,370,679,15413
478,3531,372,694,15403
479,3539,358,713,15390
480,3560,343,692,15405
481,3562,336,688,15414
482,3570,328,700,15402
483,3583,318,696,15403
484,3582,319,686,15413
485,3595,326,653,15426
486,3584,345,656,15415
487,3581,350,665,15404
488,3586,341,670,15403
489,3584,346,665,15405
490,3592,344,697,15367
491,3573,356,698,15373
492,3582,337,693,15388
493,3579,316,710,15395
494,3591,329,694,15386
495,3591,323,699,15387
496,3564,327,712,15397
497,3569,328,708,15395
498,3578,337,705,15380
499,3568,347,704,15381
500,3563,351,715,15371
501,3534,356,729,15381
502,3551,347,723,15379
503,3539,357,712,15392
504,3531,356,710,15403
505,3527,348,729,15396
506,3511,360,721,15408
507,3505,339,735,15421
508,3504,348,731,15417
509,3515,345,722,15418
510,3491,332,741,15436
511,3473,343,748,15436
512,3458,366,736,15440
513,3449,370,721,15460
514,3442,367,716,15475
515,3453,364,732,15451
516,3459,353,741,15447
517,3462,358,725,15455
518,3443,369,719,15469
519,3439,360,740,15461
520,3427,371,728,15474
521,3417,368,762,15453
522,3397,386,742,15475
523,3412,369,742,15477
524,3411,361,756,15472
525,3420,365,765,15450
526,3424,347,769,15460
527,3419,348,772,15461
528,3440,365,745,15450
529,3438,357,733,15472
530,3425,365,730,15480
531,3415,371,739,15475
532,3424,369,741,15466
533,3433,369,754,15444
534,3411,380,759,15450
535,3388,398,779,15435
536,3394,379,807,15420
537,3395,392,793,15420
538,3387,373,808,15432
539,3385,359,807,15449
540,3365,375,802,15458
541,3380,360,797,15463
542,3358,387,797,15458
543,3368,386,767,15479
544,3364,396,758,15482
545,3370,379,766,15485
546,3355,381,758,15506
547,3370,367,773,15490
548,3390,358,770,15482
549,3381,376,765,15478
550,3392,372,759,15477
