iteration,S,E,I,R
0,19980,0,20,0
1,19958,17,21,4
2,19938,22,36,4
3,19897,45,49,9
4,19862,59,65,14
5,19801,82,90,27
6,19714,116,125,45
7,19604,163,169,64
8,19461,217,231,91
9,19243,318,319,120
10,18949,433,447,171
11,18534,607,620,239
12,18009,805,851,335
13,17320,1064,1128,488
14,16422,1419,1448,711
15,15408,1720,1908,964
16,14177,2109,2416,1298
17,12848,2489,2924,1739
18,11362,2873,3553,2212
19,9750,3245,4185,2820
20,8130,3490,4805,3575
21,6696,3587,5337,4380
22,5364,3551,5871,5214
23,4249,3238,6384,6129
24,3287,3024,6545,7144
25,2550,2710,6616,8124
26,1991,2382,6545,9082
27,1597,2002,6384,10017
28,1266,1675,6165,10894
29,1037,1394,5814,11755
30,874,1172,5421,12533
31,761,968,5005,13266
32,673,812,4573,13942
33,625,667,4197,14511
34,608,528,3842,15022
35,590,409,3482,15519
36,574,339,3139,15948
37,565,277,2830,16328
38,575,223,2545,16657
39,571,193,2250,16986
40,583,167,2035,17215
41,613,142,1831,17414
42,654,135,1601,17610
43,676,120,1439,17765
44,703,109,1289,17899
45,749,93,1145,18013
46,776,87,1047,18090
47,827,76,931,18166
48,855,79,846,18220
49,891,69,759,18281
50,939,69,677,18315
51,999,57,608,18336
52,1045,52,534,18369
53,1099,54,480,18367
54,1145,53,432,18370
55,1196,43,387,18374
56,1248,43,344,18365
57,1299,46,308,18347
58,1357,41,276,18326
59,1404,36,256,18304
60,1443,34,234,18289
61,1510,31,216,18243
62,1571,32,193,18204
63,1640,30,174,18156
64,1688,26,166,18120
65,1759,22,146,18073
66,1801,22,131,18046
67,1859,25,114,18002
68,1899,21,108,17972
69,1962,19,98,17921
70,2021,16,92,17871
71,2089,18,81,17812
72,2128,25,68,17779
73,2183,20,62,17735
74,2241,17,57,17685
75,2286,11,58,17645
76,2345,11,59,17585
77,2405,11,50,17534
78,2462,14,47,17477
79,2512,9,47,17432
80,2570,6,48,17376
81,2628,7,42,17323
82,2678,5,41,17276
83,2736,6,36,17222
84,2783,8,30,17179
85,2823,8,33,17136
86,2880,8,28,17084
87,2943,5,30,17022
88,2991,8,28,16973
89,3049,8,26,16917
90,3101,9,21,16869
91,3149,8,24,16819
92,3213,7,21,16759
93,3258,8,22,16712
94,3289,7,24,16680
95,3339,9,25,16627
96,3385,8,26,16581
97,3434,9,27,16530
98,3475,12,27,16486
99,3521,11,25,16443
100,3564,14,22,16400
101,3605,11,24,16360
102,3650,12,24,16314
103,3698,9,25,16268
104,3738,6,26,16230
105,3799,6,26,16169
106,3841,8,26,16125
107,3883,10,22,16085
108,3933,9,22,16036
109,3972,7,21,16000
110,4014,8,19,15959
111,4074,6,20,15900
112,4109,6,20,15865
113,4150,8,18,15824
114,4187,8,20,15785
115,4225,8,20,15747
116,4271,8,17,15704
117,4317,9,19,15655
118,4348,9,22,15621
119,4390,7,23,15580
120,4437,9,22,15532
121,4472,12,20,15496
122,4511,9,24,15456
123,4551,7,22,15420
124,4592,7,22,15379
125,4628,10,23,15339
126,4667,12,26,15295
127,4706,11,29,15254
128,4752,12,29,15207
129,4791,11,30,15168
130,4825,9,33,15133
131,4869,12,30,15089
132,4899,18,27,15056
133,4946,16,31,15007
134,4987,15,34,14964
135,5024,15,32,14929
136,5056,15,33,14896
137,5087,16,31,14866
138,5131,14,35,14820
139,5158,14,35,14793
140,5189,14,38,14759
141,5229,14,32,14725
142,5266,16,32,14686
143,5303,12,37,14648
144,5334,16,41,14609
145,5364,16,43,14577
146,5387,19,45,14549
147,5425,18,46,14511
148,5464,16,42,14478
149,5508,19,43,14430
150,5544,19,44,14393
151,5569,26,47,14358
152,5607,30,49,14314
153,5624,42,50,14284
154,5644,42,56,14258
155,5669,39,63,14229
156,5692,33,71,14204
157,5718,40,67,14175
158,5747,41,67,14145
159,5769,40,72,14119
160,5802,34,79,14085
161,5810,37,75,14078
162,5836,40,80,14044
163,5859,33,91,14017
164,5883,32,87,13998
165,5908,44,92,13956
166,5919,49,94,13938
167,5939,42,100,13919
168,5956,47,101,13896
169,5976,48,101,13875
170,5999,54,93,13854
171,6028,49,96,13827
172,6052,50,102,13796
173,6075,55,92,13778
174,6098,51,104,13747
175,6113,58,111,13718
176,6126,64,112,13698
177,6138,60,123,13679
178,6155,65,117,13663
179,6171,63,129,13637
180,6185,69,138,13608
181,6185,82,134,13599
182,6189,84,139,13588
183,6186,86,153,13575
184,6175,96,173,13556
185,6178,106,176,13540
186,6180,94,203,13523
187,6166,100,213,13521
188,6147,117,219,13517
189,6149,128,218,13505
190,6130,125,238,13507
191,6105,122,255,13518
192,6078,139,266,13517
193,6091,132,270,13507
194,6065,146,273,13516
195,6040,158,293,13509
196,6017,152,333,13498
197,5983,167,321,13529
198,5957,165,360,13518
199,5921,185,366,13528
200,5874,204,377,13545
201,5832,193,418,13557
202,5784,223,431,13562
203,5741,227,458,13574
204,5701,229,473,13597
205,5638,235,505,13622
206,5571,231,523,13675
207,5527,225,528,13720
208,5473,253,545,13729
209,5407,273,564,13756
210,5330,278,602,13790
211,5249,288,621,13842
212,5148,300,670,13882
213,5034,334,686,13946
214,4956,339,681,14024
215,4863,373,693,14071
216,4792,355,730,14123
217,4713,362,746,14179
218,4608,379,786,14227
219,4513,380,801,14306
220,4437,368,815,14380
221,4365,363,824,14448
222,4275,370,829,14526
223,4207,346,871,14576
224,4121,343,880,14656
225,4045,336,907,14712
226,3982,323,886,14809
227,3917,313,860,14910
228,3839,301,867,14993
229,3767,306,866,15061
230,3684,328,869,15119
231,3621,338,844,15197
232,3581,323,836,15260
233,3551,291,820,15338
234,3511,276,824,15389
235,3466,276,817,15441
236,3418,271,834,15477
237,3414,253,794,15539
238,3408,245,760,15587
239,3389,231,742,15638
240,3368,238,718,15676
241,3337,264,715,15684
242,3341,247,696,15716
243,3334,224,707,15735
244,3326,218,679,15777
245,3322,215,665,15798
246,3328,215,658,15799
247,3309,207,655,15829
248,3297,206,631,15866
249,3298,197,608,15897
250,3326,190,602,15882
251,3348,184,581,15887
252,3358,170,565,15907
253,3363,169,539,15929
254,3380,169,519,15932
255,3406,174,510,15910
256,3418,165,519,15898
257,3429,161,484,15926
258,3456,153,479,15912
259,3477,155,460,15908
260,3509,145,437,15909
261,3539,145,434,15882
262,3577,145,416,15862
263,3592,153,426,15829
264,3617,157,415,15811
265,3639,148,408,15805
266,3657,156,403,15784
267,3687,160,393,15760
268,3734,161,386,15719
269,3761,156,394,15689
270,3802,134,386,15678
271,3828,136,367,15669
272,3866,126,363,15645
273,3882,145,343,15630
274,3891,167,326,15616
275,3913,162,326,15599
276,3962,141,341,15556
277,4004,143,333,15520
278,4019,152,331,15498
279,4055,137,339,15469
280,4085,127,349,15439
281,4104,138,350,15408
282,4145,135,336,15384
283,4170,137,337,15356
284,4182,146,339,15333
285,4209,158,331,15302
286,4248,152,317,15283
287,4281,157,314,15248
288,4322,133,347,15198
289,4348,139,338,15175
290,4370,146,341,15143
291,4392,155,344,15109
292,4434,147,363,15056
293,4455,152,368,15025
294,4511,134,377,14978
295,4535,137,365,14963
296,4554,148,351,14947
297,4590,153,368,14889
298,4619,149,386,14846
299,4651,151,386,14812
300,4642,176,399,14783
301,4653,178,403,14766
302,4667,180,414,14739
303,4660,194,402,14744
304,4691,185,405,14719
305,4697,180,434,14689
306,4694,185,446,14675
307,4707,185,466,14642
308,4694,190,476,14640
309,4702,202,466,14630
310,4698,208,470,14624
311,4681,218,480,14621
312,4691,216,491,14602
313,4661,231,502,14606
314,4647,237,507,14609
315,4655,227,516,14602
316,4651,231,525,14593
317,4634,228,545,14593
318,4637,212,554,14597
319,4634,213,574,14579
320,4590,230,574,14606
321,4575,242,576,14607
322,4560,255,587,14598
323,4540,245,598,14617
324,4529,260,588,14623
325,4540,238,563,14659
326,4520,233,571,14676
327,4555,225,562,14658
328,4555,227,564,14654
329,4542,213,571,14674
330,4544,206,575,14675
331,4543,215,592,14650
332,4516,248,580,14656
333,4501,264,579,14656
334,4491,265,580,14664
335,4466,261,584,14689
336,4462,248,604,14686
337,4450,257,609,14684
338,4428,238,636,14698
339,4418,242,641,14699
340,4394,260,632,14714
341,4371,266,631,14732
342,4345,270,643,14742
343,4328,261,658,14753
344,4327,258,652,14763
345,4305,257,648,14790
346,4293,267,636,14804
347,4286,244,644,14826
348,4277,246,628,14849
349,4288,245,618,14849
350,4283,244,617,14856
351,4264,248,607,14881
352,4249,264,608,14879
353,4244,255,612,14889
354,4265,251,622,14862
355,4257,246,634,14863
356,4250,265,625,14860
357,4257,246,602,14895
358,4219,253,608,14920
359,4202,249,614,14935
360,4193,253,623,14931
361,4190,249,626,14935
362,4208,242,609,14941
363,4216,233,625,14926
364,4227,245,616,14912
365,4209,257,630,14904
366,4208,251,610,14931
367,4201,238,614,14947
368,4191,242,600,14967
369,4217,215,608,14960
370,4241,216,594,14949
371,4216,222,608,14954
372,4201,249,628,14922
373,4201,227,653,14919
374,4192,246,635,14927
375,4179,264,636,14921
376,4165,240,659,14936
377,4151,246,650,14953
378,4106,270,646,14978
379,4082,280,655,14983
380,4064,266,686,14984
381,4040,268,701,14991
382,4006,276,683,15035
383,3986,289,672,15053
384,3972,299,683,15046
385,3957,296,697,15050
386,3935,300,691,15074
387,3922,290,697,15091
388,3923,285,709,15083
389,3918,279,716,15087
390,3921,264,727,15088
391,3927,253,703,15117
392,3917,257,685,15141
393,3906,266,684,15144
394,3898,253,711,15138
395,3868,269,723,15140
396,3854,282,712,15152
397,3838,283,740,15139
398,3822,276,725,15177
399,3826,275,709,15190
400,3827,269,690,15214
401,3845,265,685,15205
402,3869,259,655,15217
403,3871,259,665,15205
404,3858,257,667,15218
405,3868,252,649,15231
406,3873,238,656,15233
407,3890,245,633,15232
408,3929,221,643,15207
409,3945,224,624,15207
410,3927,234,631,15208
411,3917,248,622,15213
412,3888,259,630,15223
413,3869,259,624,15248
414,3851,254,643,15252
415,3864,243,654,15239
416,3874,256,644,15226
417,3863,266,645,15226
418,3886,252,625,15237
419,3885,226,646,15243
420,3895,223,640,15242
421,3904,235,624,15237
422,3908,234,624,15234
423,3915,235,613,15237
424,3932,233,590,15245
425,3937,228,598,15237
426,3967,210,599,15224
427,3976,204,604,15216
428,3966,223,586,15225
429,3986,216,594,15204
430,3977,243,566,15214
431,3992,223,562,15223
432,3982,239,558,15221
433,4015,232,556,15197
434,4017,222,569,15192
435,4012,237,571,15180
436,4006,212,587,15195
437,4014,214,576,15196
438,4004,207,580,15209
439,4015,202,569,15214
440,4023,192,559,15226
441,4044,195,543,15218
442,4058,210,531,15201
443,4046,216,546,15192
444,4040,222,532,15206
445,4048,213,546,15193
446,4062,218,541,15179
447,4079,222,541,15158
448,4078,211,563,15148
449,4068,224,565,15143
450,4091,223,562,15124
451,4113,213,554,15120
452,4097,225,557,15121
453,4104,228,555,15113
454,4143,234,549,15074
455,4174,225,547,15054
456,4165,242,540,15053
457,4168,245,545,15042
458,4159,236,562,15043
459,4163,237,576,15024
460,4168,249,574,15009
