iteration,S,E,I,R
0,19980,0,20,0
1,19966,7,23,4
2,19950,18,22,10
3,19939,20,29,12
4,19917,30,36,17
5,19888,41,50,21
6,19842,58,70,30
7,19778,88,95,39
8,19712,111,121,56
9,19611,148,164,77
10,19474,211,209,106
11,19285,282,297,136
12,19047,376,389,188
13,18728,501,509,262
14,18306,653,688,353
15,17746,866,919,469
16,16987,1135,1263,615
17,16041,1489,1627,843
18,15019,1800,2051,1130
19,13776,2156,2573,1495
20,12376,2571,3125,1928
21,10889,2901,3776,2434
22,9344,3232,4335,3089
23,7815,3400,4984,3801
24,6361,3515,5519,4605
25,5155,3387,5973,5485
26,4074,3227,6253,6446
27,3215,2971,6447,7367
28,2489,2614,6547,8350
29,1951,2300,6375,9374
30,1528,1963,6209,10300
31,1230,1610,5903,11257
32,1033,1331,5524,12112
33,856,1136,5123,12885
34,745,941,4741,13573
35,663,758,4391,14188
36,624,621,4006,14749
37,588,495,3643,15274
38,576,398,3291,15735
39,571,343,2962,16124
40,569,280,2690,16461
41,582,235,2401,16782
42,603,200,2136,17061
43,632,176,1910,17282
44,663,153,1679,17505
45,687,135,1479,17699
46,741,114,1321,17824
47,783,99,1155,17963
48,820,98,1034,18048
49,846,98,942,18114
50,873,91,827,18209
51,917,85,745,18253
52,961,69,693,18277
53,1026,64,608,18302
54,1062,59,553,18326
55,1111,52,486,18351
56,1158,46,433,18363
57,1204,43,397,18356
58,1253,42,352,18353
59,1296,37,324,18343
60,1358,34,284,18324
61,1397,31,253,18319
62,1436,29,217,18318
63,1499,32,199,18270
64,1562,23,192,18223
65,1615,23,179,18183
66,1673,14,164,18149
67,1730,19,144,18107
68,1786,13,137,18064
69,1846,16,131,18007
70,1908,19,110,17963
71,1952,19,91,17938
72,2017,16,81,17886
73,2070,14,77,17839
74,2128,18,74,17780
75,2180,18,75,17727
76,2235,18,68,17679
77,2299,15,65,17621
78,2347,14,61,17578
79,2388,11,61,17540
80,2452,7,58,17483
81,2497,12,51,17440
82,2545,11,51,17393
83,2597,12,39,17352
84,2661,12,33,17294
85,2708,8,38,17246
86,2748,11,38,17203
87,2796,11,37,17156
88,2849,10,29,17112
89,2915,11,27,17047
90,2962,10,24,17004
91,3006,9,26,16959
92,3055,6,23,16916
93,3101,5,23,16871
94,3133,6,25,16836
95,3179,8,22,16791
96,3229,7,24,16740
97,3274,10,24,16692
98,3320,13,27,16640
99,3358,9,32,16601
100,3408,8,29,16555
101,3436,7,24,16533
102,3467,5,25,16503
103,3508,4,24,16464
104,3546,4,23,16427
105,3591,6,24,16379
106,3631,10,19,16340
107,3674,13,15,16298
108,3725,11,14,16250
109,3766,9,17,16208
110,3802,7,19,16172
111,3858,9,14,16119
112,3923,5,16,16056
113,3974,7,15,16004
114,4009,10,14,15967
115,4053,6,17,15924
116,4101,6,17,15876
117,4148,8,17,15827
118,4199,6,16,15779
119,4242,4,20,15734
120,4280,2,19,15699
121,4332,3,17,15648
122,4384,2,16,15598
123,4433,3,15,15549
124,4476,8,14,15502
125,4524,6,15,15455
126,4559,7,14,15420
127,4613,6,11,15370
128,4658,8,11,15323
129,4697,6,12,15285
130,4742,3,13,15242
131,4786,2,12,15200
132,4839,2,4,15155
133,4884,2,3,15111
134,4928,1,3,15068
135,4974,2,2,15022
136,5018,2,3,14977
137,5058,1,3,14938
138,5099,1,3,14897
139,5137,0,4,14859
140,5185,0,4,14811
141,5229,0,4,14767
142,5272,1,2,14725
143,5303,0,3,14694
144,5347,0,2,14651
145,5379,0,3,14618
146,5410,2,2,14586
147,5451,2,1,14546
148,5482,3,1,14514
149,5517,2,2,14479
150,5548,2,0,14450
151,5586,0,2,14412
152,5628,0,2,14370
153,5670,0,1,14329
154,5705,0,1,14294
155,5740,0,1,14259
156,5783,0,1,14216
157,5833,0,0,14167
158,5873,0,0,14127
159,5912,0,0,14088
160,5955,0,0,14045
161,5998,0,0,14002
162,6034,0,0,13966
163,6079,0,0,13921
164,6114,0,0,13886
165,6147,0,0,13853
166,6189,0,0,13811
167,6223,0,0,13777
168,6253,0,0,13747
169,6285,0,0,13715
170,6324,0,0,13676
171,6352,0,0,13648
172,6396,0,0,13604
173,6437,0,0,13563
174,6473,0,0,13527
175,6508,0,0,13492
176,6553,0,0,13447
177,6600,0,0,13400
178,6635,0,0,13365
179,6671,0,0,13329
180,6715,0,0,13285
181,6741,0,0,13259
182,6781,0,0,13219
183,6821,0,0,13179
184,6849,0,0,13151
