iteration,S,E,I,R
0,19980,0,20,0
1,19962,15,21,2
2,19940,22,30,8
3,19910,38,37,15
4,19870,56,48,26
5,19826,70,66,38
6,19776,95,75,54
7,19692,119,121,68
8,19587,153,167,93
9,19442,203,229,126
10,19257,268,302,173
11,19021,359,387,233
12,18718,494,477,311
13,18339,605,659,397
14,17811,805,865,519
15,17141,1048,1135,676
16,16293,1370,1477,860
17,15249,1742,1907,1102
18,14091,2107,2359,1443
19,12735,2491,2953,1821
20,11193,2896,3614,2297
21,9611,3190,4301,2898
22,8011,3461,4950,3578
23,6550,3550,5533,4367
24,5264,3466,6007,5263
25,4151,3221,6413,6215
26,3266,2984,6539,7211
27,2544,2637,6651,8168
28,1984,2309,6551,9156
29,1550,1946,6418,10086
30,1248,1598,6145,11009
31,1028,1304,5766,11902
32,866,1085,5334,12715
33,773,871,4878,13478
34,710,715,4444,14131
35,643,582,4125,14650
36,600,488,3720,15192
37,589,386,3369,15656
38,587,310,3030,16073
39,588,252,2689,16471
40,583,228,2413,16776
41,621,180,2152,17047
42,624,154,1918,17304
43,645,136,1694,17525
44,668,121,1509,17702
45,710,112,1326,17852
46,730,109,1153,18008
47,776,92,1025,18107
48,813,84,913,18190
49,856,76,816,18252
50,902,70,725,18303
51,940,70,663,18327
52,989,69,595,18347
53,1045,67,524,18364
54,1100,65,470,18365
55,1136,61,426,18377
56,1178,53,378,18391
57,1230,46,342,18382
58,1291,45,314,18350
59,1331,44,291,18334
60,1380,46,271,18303
61,1437,44,252,18267
62,1491,39,225,18245
63,1522,34,208,18236
64,1576,35,181,18208
65,1624,33,162,18181
66,1679,31,146,18144
67,1738,32,135,18095
68,1798,24,130,18048
69,1853,25,119,18003
70,1893,25,116,17966
71,1966,27,104,17903
72,1999,28,103,17870
73,2057,24,92,17827
74,2105,20,85,17790
75,2175,19,78,17728
76,2216,20,77,17687
77,2271,19,72,17638
78,2317,16,68,17599
79,2354,18,61,17567
80,2408,19,57,17516
81,2474,16,57,17453
82,2513,15,57,17415
83,2566,13,52,17369
84,2613,11,49,17327
85,2664,13,50,17273
86,2714,11,52,17223
87,2766,16,49,17169
88,2810,16,52,17122
89,2853,17,45,17085
90,2896,16,40,17048
91,2946,15,33,17006
92,2994,13,30,16963
93,3046,8,36,16910
94,3096,10,33,16861
95,3140,12,30,16818
96,3199,14,29,16758
97,3243,13,25,16719
98,3304,12,21,16663
99,3352,10,22,16616
100,3392,11,26,16571
101,3434,13,29,16524
102,3487,12,32,16469
103,3535,14,23,16428
104,3569,7,31,16393
105,3608,12,30,16350
106,3641,11,31,16317
107,3678,11,31,16280
108,3721,13,29,16237
109,3763,11,30,16196
110,3803,8,33,16156
111,3849,7,30,16114
112,3903,9,27,16061
113,3949,6,31,16014
114,3987,9,29,15975
115,4022,14,27,15937
116,4070,7,35,15888
117,4101,11,34,15854
118,4161,10,31,15798
119,4208,7,32,15753
120,4251,8,28,15713
121,4279,8,29,15684
122,4317,10,31,15642
123,4357,8,30,15605
124,4395,14,28,15563
125,4442,13,29,15516
126,4488,15,26,15471
127,4530,14,31,15425
128,4574,11,28,15387
129,4611,12,30,15347
130,4651,12,30,15307
131,4693,13,28,15266
132,4731,13,36,15220
133,4770,14,31,15185
134,4825,16,28,15131
135,4857,16,31,15096
136,4896,16,27,15061
137,4930,14,32,15024
138,4970,12,31,14987
139,5008,10,28,14954
140,5048,10,26,14916
141,5082,8,25,14885
142,5117,11,26,14846
143,5156,13,20,14811
144,5194,13,22,14771
145,5234,13,23,14730
146,5271,10,29,14690
147,5308,12,31,14649
148,5345,13,24,14618
149,5381,9,29,14581
150,5431,9,27,14533
151,5475,9,25,14491
152,5511,12,28,14449
153,5540,17,26,14417
154,5582,14,35,14369
155,5616,17,37,14330
156,5649,16,43,14292
157,5685,15,46,14254
158,5711,24,45,14220
159,5740,29,49,14182
160,5782,21,53,14144
161,5826,25,56,14093
162,5862,27,58,14053
163,5893,30,54,14023
164,5934,27,56,13983
165,5974,34,57,13935
166,6022,29,58,13891
167,6060,25,66,13849
168,6086,30,62,13822
169,6095,36,61,13808
170,6133,24,67,13776
171,6166,27,77,13730
172,6179,32,79,13710
173,6206,37,81,13676
174,6228,38,86,13648
175,6257,39,92,13612
176,6272,46,92,13590
177,6291,50,99,13560
178,6299,54,117,13530
179,6314,58,126,13502
180,6318,70,138,13474
181,6341,60,143,13456
182,6339,63,147,13451
183,6338,76,152,13434
184,6358,74,160,13408
185,6359,67,189,13385
186,6363,75,185,13377
187,6358,83,201,13358
188,6349,95,210,13346
189,6325,115,220,13340
190,6310,122,236,13332
191,6287,132,253,13328
192,6261,146,258,13335
193,6251,152,267,13330
194,6196,177,295,13332
195,6161,174,320,13345
196,6140,171,352,13337
197,6088,189,381,13342
198,6033,189,431,13347
199,5950,218,452,13380
200,5892,230,478,13400
201,5803,261,494,13442
202,5722,275,517,13486
203,5628,290,540,13542
204,5552,300,568,13580
205,5475,311,579,13635
206,5375,326,626,13673
207,5293,339,652,13716
208,5171,364,675,13790
209,5099,332,692,13877
210,5025,312,706,13957
211,4949,309,704,14038
212,4858,320,734,14088
213,4789,310,731,14170
214,4685,342,730,14243
215,4605,345,754,14296
216,4539,322,783,14356
217,4460,318,798,14424
218,4375,317,811,14497
219,4314,316,786,14584
220,4253,316,800,14631
221,4164,348,773,14715
222,4103,334,787,14776
223,4043,323,807,14827
224,3980,307,826,14887
225,3906,314,817,14963
226,3843,321,813,15023
227,3787,331,815,15067
228,3729,298,827,15146
229,3677,297,816,15210
230,3613,288,816,15283
231,3579,270,819,15332
232,3537,265,811,15387
233,3498,278,782,15442
234,3443,266,778,15513
235,3430,259,763,15548
236,3403,262,756,15579
237,3387,262,733,15618
238,3379,247,707,15667
239,3349,247,692,15712
240,3332,239,686,15743
241,3300,245,671,15784
242,3286,228,657,15829
243,3278,223,648,15851
244,3271,217,618,15894
245,3277,215,591,15917
246,3295,193,590,15922
247,3302,188,593,15917
248,3302,187,567,15944
249,3320,188,547,15945
250,3336,191,529,15944
251,3345,197,521,15937
252,3356,186,511,15947
253,3365,185,502,15948
254,3377,167,501,15955
255,3380,163,493,15964
256,3412,149,483,15956
257,3435,156,462,15947
258,3458,146,455,15941
259,3490,134,438,15938
260,3493,139,443,15925
261,3502,135,425,15938
262,3515,142,433,15910
263,3557,132,429,15882
264,3594,130,418,15858
265,3602,136,407,15855
266,3622,131,409,15838
267,3638,139,399,15824
268,3672,141,373,15814
269,3697,146,379,15778
270,3725,132,399,15744
271,3763,138,375,15724
272,3796,130,377,15697
273,3825,125,391,15659
274,3852,123,386,15639
275,3889,126,386,15599
276,3907,121,386,15586
277,3932,129,373,15566
278,3953,121,364,15562
279,4000,102,351,15547
280,4026,118,344,15512
281,4075,111,349,15465
282,4112,124,332,15432
283,4137,117,336,15410
284,4165,128,335,15372
285,4207,126,342,15325
286,4241,129,352,15278
287,4273,132,355,15240
288,4311,125,349,15215
289,4346,125,347,15182
290,4351,150,335,15164
291,4368,147,358,15127
292,4378,151,361,15110
293,4396,148,364,15092
294,4416,152,354,15078
295,4435,153,333,15079
296,4431,160,328,15081
297,4456,164,339,15041
298,4484,161,345,15010
299,4499,149,358,14994
300,4537,131,361,14971
301,4544,138,372,14946
302,4551,141,378,14930
303,4568,153,375,14904
304,4585,150,375,14890
305,4603,157,371,14869
306,4616,160,387,14837
307,4629,148,392,14831
308,4645,162,377,14816
309,4659,163,374,14804
310,4658,180,382,14780
311,4678,173,381,14768
312,4696,169,384,14751
313,4716,163,400,14721
314,4709,169,415,14707
315,4712,194,418,14676
316,4708,208,428,14656
317,4725,188,437,14650
318,4737,186,445,14632
319,4765,192,450,14593
320,4768,208,441,14583
321,4769,191,480,14560
322,4757,213,467,14563
323,4766,200,486,14548
324,4766,207,506,14521
325,4755,219,520,14506
326,4761,221,538,14480
327,4784,214,545,14457
328,4767,222,554,14457
329,4758,232,562,14448
330,4750,241,584,14425
331,4731,235,603,14431
332,4695,258,589,14458
333,4647,275,610,14468
334,4629,286,612,14473
335,4583,288,642,14487
336,4534,280,688,14498
337,4516,279,689,14516
338,4471,282,697,14550
339,4459,285,723,14533
340,4407,294,725,14574
341,4389,280,710,14621
342,4366,265,722,14647
343,4344,275,709,14672
344,4318,274,720,14688
345,4274,296,722,14708
346,4232,323,743,14702
347,4207,320,767,14706
348,4174,329,768,14729
349,4124,327,796,14753
350,4100,315,792,14793
351,4067,310,817,14806
352,4058,296,809,14837
353,4015,299,779,14907
354,3991,309,779,14921
355,3988,287,776,14949
356,3980,287,776,14957
357,3960,271,753,15016
358,3944,273,754,15029
359,3922,270,762,15046
360,3899,274,753,15074
361,3884,286,745,15085
362,3884,276,763,15077
363,3844,298,752,15106
364,3832,287,756,15125
365,3809,302,752,15137
366,3787,313,723,15177
367,3793,298,716,15193
368,3787,285,694,15234
369,3762,293,678,15267
370,3761,285,702,15252
371,3736,296,681,15287
372,3752,284,666,15298
373,3739,272,682,15307
374,3726,261,692,15321
375,3736,246,713,15305
376,3742,238,704,15316
377,3730,244,713,15313
378,3722,238,696,15344
379,3734,232,695,15339
380,3715,228,694,15363
381,3695,239,675,15391
382,3718,232,671,15379
383,3740,233,645,15382
384,3750,229,634,15387
385,3734,238,633,15395
386,3747,231,634,15388
387,3760,225,622,15393
388,3764,227,631,15378
389,3792,228,631,15349
390,3790,219,623,15368
391,3805,222,599,15374
392,3802,214,618,15366
393,3801,221,576,15402
394,3819,224,567,15390
395,3859,214,549,15378
396,3872,186,562,15380
397,3877,203,548,15372
398,3860,205,554,15381
399,3874,209,547,15370
400,3903,203,541,15353
401,3916,203,548,15333
402,3926,203,542,15329
403,3933,205,538,15324
404,3929,210,535,15326
405,3941,204,539,15316
406,3930,211,539,15320
407,3941,199,571,15289
408,3942,211,574,15273
409,3974,200,579,15247
410,3963,212,562,15263
411,3987,204,553,15256
