iteration,S,E,I,R
0,19980,0,20,0
1,19965,10,21,4
2,19949,19,23,9
3,19931,27,30,12
4,19903,41,41,15
5,19864,58,54,24
6,19815,77,71,37
7,19741,111,102,46
8,19655,137,145,63
9,19542,184,181,93
10,19360,259,257,124
11,19128,353,348,171
12,18822,457,486,235
13,18384,629,665,322
14,17811,852,899,438
15,17119,1112,1173,596
16,16307,1369,1521,803
17,15273,1741,1922,1064
18,14028,2173,2414,1385
19,12677,2509,3027,1787
20,11178,2897,3614,2311
21,9625,3198,4258,2919
22,8075,3366,4939,3620
23,6546,3525,5463,4466
24,5233,3501,5908,5358
25,4159,3317,6261,6263
26,3239,3049,6509,7203
27,2577,2709,6493,8221
28,2034,2313,6439,9214
29,1614,1958,6210,10218
30,1303,1637,5951,11109
31,1080,1366,5644,11910
32,898,1145,5248,12709
33,765,922,4895,13418
34,688,732,4502,14078
35,624,586,4101,14689
36,594,476,3756,15174
37,566,398,3377,15659
38,565,313,3035,16087
39,598,254,2726,16422
40,599,214,2460,16727
41,607,188,2183,17022
42,594,163,1940,17303
43,625,149,1719,17507
44,660,126,1513,17701
45,699,116,1316,17869
46,742,106,1165,17987
47,762,112,1036,18090
48,796,96,943,18165
49,833,96,811,18260
50,873,74,743,18310
51,916,70,671,18343
52,964,60,601,18375
53,1014,50,524,18412
54,1075,40,459,18426
55,1135,31,406,18428
56,1183,34,358,18425
57,1226,31,318,18425
58,1285,33,274,18408
59,1346,34,250,18370
60,1412,26,209,18353
61,1464,21,187,18328
62,1520,23,168,18289
63,1573,26,144,18257
64,1634,18,133,18215
65,1703,10,119,18168
66,1758,13,108,18121
67,1807,16,100,18077
68,1858,17,78,18047
69,1916,15,75,17994
70,1967,15,65,17953
71,2016,13,58,17913
72,2084,10,55,17851
73,2126,11,52,17811
74,2173,11,44,17772
75,2222,9,39,17730
76,2283,8,35,17674
77,2331,8,35,17626
78,2376,8,34,17582
79,2435,8,35,17522
80,2483,6,36,17475
81,2553,10,33,17404
82,2606,11,31,17352
83,2659,9,32,17300
84,2715,9,31,17245
85,2768,9,34,17189
86,2828,10,29,17133
87,2881,8,28,17083
88,2941,6,24,17029
89,2986,8,25,16981
90,3024,13,20,16943
91,3069,9,25,16897
92,3115,6,22,16857
93,3159,8,24,16809
94,3212,8,23,16757
95,3252,8,28,16712
96,3296,7,26,16671
97,3350,11,26,16613
98,3401,13,25,16561
99,3452,15,21,16512
100,3493,11,23,16473
101,3537,10,19,16434
102,3584,10,16,16390
103,3638,7,19,16336
104,3680,9,16,16295
105,3734,10,13,16243
106,3781,9,11,16199
107,3828,10,9,16153
