iteration,S,E,I,R
0,19980,0,20,0
1,19959,16,25,0
2,19928,31,37,4
3,19886,50,51,13
4,19830,75,73,22
5,19767,95,100,38
6,19680,132,130,58
7,19551,193,174,82
8,19403,237,246,114
9,19183,329,333,155
10,18896,435,439,230
11,18557,542,594,307
12,18080,724,791,405
13,17447,978,1033,542
14,16694,1276,1321,709
15,15771,1591,1685,953
16,14693,1899,2179,1229
17,13416,2231,2754,1599
18,11871,2695,3352,2082
19,10231,3114,4026,2629
20,8688,3360,4612,3340
21,7223,3465,5223,4089
22,5870,3468,5742,4920
23,4641,3321,6273,5765
24,3688,3034,6545,6733
25,2885,2775,6620,7720
26,2247,2472,6598,8683
27,1789,2141,6461,9609
28,1417,1800,6248,10535
29,1151,1468,5930,11451
30,970,1188,5512,12330
31,822,969,5112,13097
32,744,787,4651,13818
33,664,643,4225,14468
34,634,525,3867,14974
35,601,431,3554,15414
36,586,335,3204,15875
37,572,290,2834,16304
38,594,238,2567,16601
39,582,206,2314,16898
40,590,167,2029,17214
41,633,138,1790,17439
42,656,130,1567,17647
43,681,116,1398,17805
44,716,90,1255,17939
45,752,75,1122,18051
46,798,71,1001,18130
47,823,72,892,18213
48,865,61,782,18292
49,896,56,697,18351
50,942,54,610,18394
51,979,54,554,18413
52,1024,45,503,18428
53,1073,49,455,18423
54,1116,42,434,18408
55,1175,42,378,18405
56,1214,37,342,18407
57,1267,37,280,18416
58,1331,30,259,18380
59,1387,30,232,18351
60,1434,34,220,18312
61,1481,36,199,18284
62,1538,27,195,18240
63,1578,29,173,18220
64,1638,25,157,18180
65,1696,15,137,18152
66,1748,16,126,18110
67,1812,13,109,18066
68,1871,10,94,18025
69,1919,9,79,17993
70,1991,9,60,17940
71,2040,9,52,17899
72,2088,9,48,17855
73,2122,10,50,17818
74,2188,9,48,17755
75,2246,8,50,17696
76,2300,8,53,17639
77,2352,4,54,17590
78,2412,6,47,17535
79,2458,5,41,17496
80,2520,5,35,17440
81,2578,6,32,17384
82,2619,7,31,17343
83,2671,7,28,17294
84,2726,7,25,17242
85,2781,9,25,17185
86,2830,8,22,17140
87,2882,8,24,17086
88,2927,5,22,17046
89,2965,6,21,17008
90,3021,5,21,16953
91,3077,4,23,16896
92,3121,5,19,16855
93,3173,3,20,16804
94,3224,3,22,16751
95,3286,5,23,16686
96,3346,3,24,16627
97,3396,6,20,16578
98,3456,5,17,16522
99,3514,1,20,16465
100,3567,1,16,16416
101,3620,0,15,16365
102,3676,4,12,16308
103,3722,4,8,16266
104,3764,2,9,16225
105,3814,4,10,16172
106,3868,3,11,16118
107,3916,3,7,16074
108,3960,4,5,16031
109,4010,4,5,15981
110,4049,3,5,15943
111,4094,3,5,15898
112,4138,3,7,15852
113,4191,3,7,15799
114,4248,3,5,15744
115,4302,2,5,15691
116,4336,2,3,15659
117,4372,2,3,15623
118,4421,1,2,15576
119,4473,1,2,15524
120,4509,0,3,15488
121,4545,0,2,15453
122,4591,0,3,15406
123,4629,1,2,15368
124,4661,0,2,15337
125,4687,0,2,15311
126,4742,0,1,15257
127,4782,0,1,15217
128,4826,1,0,15173
129,4872,1,2,15125
130,4904,2,1,15093
131,4953,2,1,15044
132,4989,2,0,15009
133,5024,2,0,14974
134,5066,2,0,14932
135,5096,2,0,14902
136,5131,0,2,14867
137,5179,0,2,14819
138,5212,0,2,14786
139,5247,1,2,14750
140,5303,0,3,14694
141,5349,0,2,14649
142,5385,0,2,14613
143,5418,1,2,14579
144,5460,1,3,14536
145,5499,0,5,14496
146,5540,1,5,14454
147,5572,1,5,14422
148,5614,0,5,14381
149,5648,1,4,14347
150,5684,0,5,14311
151,5724,0,5,14271
152,5759,2,5,14234
153,5799,2,6,14193
154,5832,2,5,14161
155,5877,3,4,14116
156,5923,3,3,14071
157,5966,2,3,14029
158,5998,0,3,13999
159,6036,0,3,13961
160,6078,1,2,13919
161,6105,2,2,13891
162,6144,3,4,13849
163,6172,3,3,13822
164,6214,3,2,13781
165,6257,3,4,13736
166,6303,2,5,13690
167,6337,4,3,13656
168,6378,4,3,13615
169,6421,5,3,13571
170,6450,5,5,13540
171,6496,5,5,13494
172,6532,6,5,13457
173,6563,6,5,13426
174,6596,5,9,13390
175,6660,5,9,13326
176,6691,5,8,13296
177,6730,5,10,13255
178,6768,7,11,13214
179,6795,11,10,13184
180,6823,10,13,13154
181,6849,10,16,13125
182,6881,8,19,13092
183,6919,8,20,13053
184,6948,13,24,13015
185,6976,12,27,12985
186,7004,13,26,12957
187,7037,16,30,12917
188,7060,21,30,12889
189,7085,18,35,12862
190,7109,18,39,12834
191,7125,20,44,12811
192,7138,31,47,12784
193,7161,36,54,12749
194,7182,35,59,12724
195,7192,37,62,12709
196,7207,31,77,12685
197,7218,50,71,12661
198,7225,57,80,12638
199,7225,57,95,12623
200,7226,64,110,12600
201,7228,65,120,12587
202,7225,63,137,12575
203,7225,82,143,12550
204,7222,105,154,12519
205,7194,108,186,12512
206,7165,120,205,12510
207,7125,132,246,12497
208,7085,137,252,12526
209,7052,145,280,12523
210,6993,175,307,12525
211,6964,160,333,12543
212,6911,179,358,12552
213,6848,196,377,12579
214,6797,204,377,12622
215,6728,208,404,12660
216,6666,221,428,12685
217,6578,242,463,12717
218,6528,246,459,12767
219,6430,262,502,12806
220,6336,295,536,12833
221,6244,302,590,12864
222,6139,315,633,12913
223,6019,350,668,12963
224,5905,368,703,13024
225,5776,379,736,13109
226,5638,396,785,13181
227,5504,410,815,13271
228,5334,442,868,13356
229,5221,441,885,13453
230,5097,470,892,13541
231,4951,480,925,13644
232,4827,471,954,13748
233,4687,496,984,13833
234,4556,490,1034,13920
235,4401,482,1069,14048
236,4286,445,1105,14164
237,4150,473,1078,14299
238,4027,465,1090,14418
239,3906,460,1108,14526
240,3777,464,1109,14650
241,3688,431,1144,14737
242,3608,401,1152,14839
243,3516,391,1141,14952
244,3413,390,1138,15059
245,3345,366,1112,15177
246,3260,332,1113,15295
247,3199,344,1064,15393
248,3153,321,1030,15496
249,3101,315,999,15585
250,3080,293,977,15650
251,3025,296,947,15732
252,3000,296,893,15811
253,2965,281,895,15859
254,2940,255,877,15928
255,2930,240,838,15992
256,2905,243,815,16037
257,2876,251,782,16091
258,2871,230,768,16131
259,2872,219,732,16177
260,2873,221,712,16194
261,2871,217,684,16228
262,2878,200,665,16257
263,2888,199,650,16263
264,2894,194,606,16306
265,2945,165,586,16304
266,2959,164,554,16323
267,2985,159,535,16321
268,2999,150,509,16342
269,3025,146,479,16350
270,3051,150,459,16340
271,3074,134,437,16355
272,3114,113,436,16337
273,3145,109,421,16325
274,3172,124,405,16299
275,3215,129,410,16246
276,3232,127,409,16232
277,3279,115,389,16217
278,3308,121,374,16197
279,3328,130,356,16186
280,3355,128,363,16154
281,3395,138,343,16124
282,3438,130,337,16095
283,3461,127,343,16069
284,3491,127,347,16035
285,3501,127,354,16018
286,3536,121,350,15993
287,3562,111,348,15979
288,3587,122,347,15944
289,3626,120,331,15923
290,3673,111,331,15885
291,3697,107,332,15864
292,3745,116,319,15820
293,3776,130,303,15791
294,3807,106,317,15770
295,3867,91,317,15725
296,3895,93,295,15717
297,3938,97,302,15663
298,3979,96,298,15627
299,4026,107,287,15580
300,4060,115,285,15540
301,4096,114,283,15507
302,4144,119,264,15473
303,4206,110,281,15403
304,4246,111,279,15364
305,4291,120,270,15319
306,4337,108,295,15260
307,4370,111,287,15232
308,4397,104,301,15198
309,4426,121,271,15182
310,4451,115,282,15152
311,4460,128,291,15121
312,4513,124,286,15077
313,4558,118,283,15041
314,4581,110,292,15017
315,4612,109,309,14970
316,4658,104,313,14925
317,4678,113,321,14888
318,4713,110,316,14861
319,4743,119,303,14835
320,4735,135,299,14831
321,4774,134,294,14798
322,4820,125,308,14747
323,4831,129,315,14725
324,4872,125,314,14689
325,4903,125,306,14666
326,4919,136,311,14634
327,4942,145,313,14600
328,4932,162,330,14576
329,4958,158,336,14548
330,4967,152,334,14547
331,4952,171,347,14530
332,4940,175,379,14506
333,4937,178,394,14491
334,4926,185,403,14486
335,4950,185,404,14461
336,4956,189,399,14456
337,4954,197,404,14445
338,4953,201,409,14437
339,4964,188,432,14416
340,4971,179,445,14405
341,4981,186,448,14385
342,4985,175,476,14364
343,4960,196,485,14359
344,4948,208,489,14355
345,4923,219,512,14346
346,4915,211,536,14338
347,4891,221,571,14317
348,4849,246,564,14341
349,4814,257,574,14355
350,4798,261,572,14369
351,4788,258,591,14363
352,4739,270,591,14400
353,4702,270,605,14423
354,4687,266,615,14432
355,4670,283,611,14436
356,4624,294,619,14463
357,4575,307,629,14489
358,4552,299,634,14515
359,4569,280,628,14523
360,4550,283,643,14524
361,4504,295,636,14565
362,4460,305,659,14576
363,4431,282,686,14601
364,4396,277,699,14628
365,4398,265,705,14632
366,4379,259,678,14684
367,4333,280,682,14705
368,4315,276,666,14743
369,4304,274,661,14761
370,4283,275,672,14770
371,4276,274,684,14766
372,4252,276,689,14783
373,4258,265,697,14780
374,4232,272,682,14814
